contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,267970,267970,0,0,1
2,0,1,chromosome,263587,263587,0,0,1
3,0,1,chromosome,255757,255757,0,0,1
4,0,1,chromosome,234351,234351,0,0,1
5,0,1,chromosome,206358,206358,0,0,1
6,0,1,chromosome,197387,197387,0,0,1
7,0,1,chromosome,175848,175848,0,0,1
8,0,1,chromosome,165775,165775,0,0,1
9,0,1,chromosome,164607,164607,0,0,1
10,0,1,chromosome,155727,155727,0,0,1
11,0,1,chromosome,155299,155299,0,0,1
12,0,1,chromosome,136897,136897,0,0,1
13,0,1,chromosome,135195,135195,0,0,1
14,0,1,chromosome,130082,130082,0,0,1
15,0,1,chromosome,120200,120200,0,0,1
16,0,1,chromosome,115769,115769,0,0,1
17,0,1,chromosome,105421,105421,0,0,1
18,0,1,chromosome,98430,98430,0,0,1
19,0,1,chromosome,95106,95106,0,0,1
20,0,1,chromosome,86388,86388,0,0,1
21,0,1,chromosome,86028,86028,0,0,1
22,0,1,chromosome,85706,85706,0,0,1
23,0,1,chromosome,83160,83160,0,0,1
24,0,1,chromosome,83138,83138,0,0,1
25,0,1,chromosome,82069,82069,0,0,1
26,0,1,chromosome,81072,81072,0,0,1
27,0,1,chromosome,77847,77847,0,0,1
28,0,1,chromosome,69019,69019,0,0,1
29,0,1,chromosome,68121,68121,0,0,1
30,0,1,chromosome,62615,62615,0,0,1
31,0,1,chromosome,58550,58550,0,0,1
32,0,1,chromosome,53557,53557,0,0,1
33,0,1,chromosome,53239,53239,0,0,1
34,0,1,chromosome,50912,50912,0,0,1
35,0,1,chromosome,48727,48727,0,0,1
36,0,1,chromosome,41459,41459,0,0,1
37,0,1,chromosome,40640,40640,0,0,1
38,0,1,chromosome,40010,40010,0,0,1
39,0,1,chromosome,36769,36769,0,0,1
40,0,1,chromosome,36393,36393,0,0,1
41,0,1,chromosome,34757,34757,0,0,1
42,0,1,chromosome,33963,33963,0,0,1
43,0,1,chromosome,30908,30908,0,0,1
44,0,1,chromosome,29053,29053,0,0,1
45,0,1,chromosome,26183,26183,0,0,1
46,0,1,chromosome,26139,26139,0,0,1
47,0,1,chromosome,23133,23133,0,0,1
48,0,1,chromosome,20018,20018,0,0,1
49,1,0,plasmid,15185,0,15185,0,2
50,0,1,chromosome,14998,14998,0,0,1
51,0,1,chromosome,12977,12977,0,0,1
52,0,1,chromosome,12786,12786,0,0,1
53,0,1,chromosome,12399,12399,0,0,1
54,0,1,chromosome,12246,12246,0,0,1
55,1,0,plasmid,12143,0,12143,0,2
56,0,1,chromosome,11612,11612,0,0,1
57,0,1,chromosome,11566,11566,0,0,1
58,0,1,chromosome,10795,10795,0,0,1
59,0,1,chromosome,10508,10508,0,0,1
60,0,1,chromosome,10070,10070,0,0,1
61,0,1,chromosome,9232,9232,0,0,1
62,0,1,chromosome,8956,8956,0,0,1
63,0,1,chromosome,6866,6866,0,0,1
64,0,1,chromosome,6655,6655,0,0,1
65,0,1,chromosome,6629,6629,0,0,1
66,0,1,chromosome,5489,5489,0,0,1
67,0,1,chromosome,5338,5338,0,0,1
68,0,1,chromosome,5291,5291,0,0,1
69,0,1,chromosome,5280,5280,0,0,1
70,0,1,chromosome,5220,5220,0,0,1
71,1,0,plasmid,5215,0,5215,0,4
72,1,0,plasmid,5160,0,5160,0,2
73,1,0,plasmid,4927,0,4927,0,3
74,0,1,chromosome,4319,4319,0,0,1
75,0,1,chromosome,4034,4034,0,0,1
76,0,1,chromosome,3990,3990,0,0,1
77,0,1,chromosome,3925,3925,0,0,1
78,0,1,chromosome,3748,3748,0,0,1
79,1,0,plasmid,3468,0,3468,0,2
80,0,1,chromosome,3463,3463,0,0,1
81,0,1,chromosome,3437,3437,0,0,1
82,0,1,chromosome,3282,3282,0,0,1
83,0,1,chromosome,3056,3056,0,0,1
84,1,0,plasmid,3003,0,3003,0,2
85,0,1,chromosome,1815,1815,0,0,1
86,0,1,chromosome,1797,1797,0,0,1
87,1,0,plasmid,1793,0,1793,0,2
88,0,1,chromosome,1664,1664,0,0,1
89,0,1,chromosome,1420,1420,0,0,1
90,0,1,chromosome,1371,1371,0,0,1
91,0,1,chromosome,1315,1315,0,0,1
92,0,1,chromosome,1258,1258,0,0,1
93,0,1,chromosome,1251,1251,0,0,1
94,0,1,chromosome,1182,1182,0,0,1
95,0,1,chromosome,1145,1145,0,0,1
96,0,1,chromosome,1065,1065,0,0,1
97,1,0,plasmid,1048,0,1048,0,2
98,1,1,ambiguous,1041,1041,1041,0,1;2
99,0,1,chromosome,1034,1034,0,0,1
100,1,1,ambiguous,971,971,971,0,1;3
101,0,1,chromosome,965,965,0,0,1
102,1,0,plasmid,961,0,961,0,2
