contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
Contig_10_168.546,0,1,chromosome,5041,5041,0,0,1
Contig_11_145.044,0,1,chromosome,805306,805306,0,0,1
Contig_12_164.411,0,1,chromosome,54551,54551,0,0,1
Contig_13_154.693,0,1,chromosome,25860,25860,0,0,1
Contig_14_147.061,0,1,chromosome,12024,12024,0,0,1
Contig_15_336.303,0,1,chromosome,494,494,0,0,1
Contig_16_155.237,0,1,chromosome,84579,84579,0,0,1
Contig_17_153.701,0,1,chromosome,26322,26322,0,0,1
Contig_18_179.348,0,1,chromosome,30329,30329,0,0,1
Contig_19_175.419,0,1,chromosome,150872,150872,0,0,1
Contig_1_120.818,0,1,chromosome,1206,1206,0,0,1
Contig_20_163.123,0,1,chromosome,101364,101364,0,0,1
Contig_21_171.529,0,1,chromosome,181351,181342,0,0,1
Contig_22_148.238,0,1,chromosome,209369,209369,0,0,1
Contig_23_1159.87,0,1,chromosome,462,462,0,0,1
Contig_24_160.826,0,1,chromosome,205672,205671,0,0,1
Contig_25_150.803,0,1,chromosome,57784,57784,0,0,1
Contig_26_162.624,0,1,chromosome,32296,32296,0,0,1
Contig_27_159.923,0,1,chromosome,135342,135342,0,0,1
Contig_28_312.607,0,1,chromosome,439,439,0,0,1
Contig_29_159.686,0,1,chromosome,163191,163191,0,0,1
Contig_2_367.506,0,1,chromosome,831,831,0,0,1
Contig_30_265.41,0,1,chromosome,1967,1967,0,0,1
Contig_31_114.835,1,0,plasmid,3318,0,3318,0,2
Contig_32_229.253,0,1,chromosome,42559,42559,0,0,1
Contig_33_141.433,0,1,chromosome,104728,104728,0,0,1
Contig_34_164.502,0,1,chromosome,71281,71281,0,0,1
Contig_35_165.258,0,1,chromosome,106536,106536,0,0,1
Contig_36_212.876,0,1,chromosome,7767,7767,0,0,1
Contig_37_171.514,0,1,chromosome,119153,119153,0,0,1
Contig_38_156.033,0,1,chromosome,1919,1919,0,0,1
Contig_39_167.497,0,1,chromosome,31552,31552,0,0,1
Contig_3_1174.03,0,1,chromosome,589,589,0,0,1
Contig_40_148.377,0,1,chromosome,32406,32406,0,0,1
Contig_41_135.289,1,0,plasmid,80381,0,80381,0,2
Contig_42_167.654,0,1,chromosome,147666,147666,0,0,1
Contig_43_214.595,0,1,chromosome,16818,16818,0,0,1
Contig_44_176.253,0,1,chromosome,469587,469587,0,0,1
Contig_45_166.773,0,1,chromosome,314127,314127,0,0,1
Contig_46_165.566,0,1,chromosome,92735,92735,0,0,1
Contig_47_1031.21,0,1,chromosome,659,659,0,0,1
Contig_48_1124.34,0,1,chromosome,514,514,0,0,1
Contig_49_163.055,0,1,chromosome,3938,3938,0,0,1
Contig_4_207.076,0,1,chromosome,147000,147000,0,0,1
Contig_50_124.965,1,0,plasmid,16301,0,16301,0,2
Contig_51_156.815,0,1,chromosome,106376,106376,0,0,1
Contig_5_173.677,0,1,chromosome,60211,60211,0,0,1
Contig_6_168.637,0,1,chromosome,62398,62398,0,0,1
Contig_7_162.234,0,1,chromosome,281189,281189,0,0,1
Contig_8_320.064,0,1,chromosome,550,550,0,0,1
Contig_9_165.668,0,1,chromosome,25577,25577,0,0,1
Contig_10_168.546:3p:1:4,0,0,unlabeled,27,0,0,0,
Contig_10_168.546:3p:1:5,0,0,unlabeled,1,0,0,0,
Contig_10_168.546:3p:1:6,0,1,chromosome,112,112,0,0,1
Contig_10_168.546:3p:1:7,0,1,chromosome,57,57,0,0,1
Contig_10_168.546:3p:1:8,0,1,chromosome,126,126,0,0,1
Contig_10_168.546:3p:1:9,0,1,chromosome,126,126,0,0,1
Contig_10_168.546:3p:1:10,0,0,unlabeled,4,0,0,0,
Contig_10_168.546:3p:1:11,0,1,chromosome,132,132,0,0,1
Contig_10_168.546:3p:1:13,0,0,unlabeled,1,0,0,0,
Contig_10_168.546:3p:1:14,0,1,chromosome,113,113,0,0,1
Contig_10_168.546:3p:1:16,0,1,chromosome,131,131,0,0,1
Contig_10_168.546:3p:1:17,0,0,unlabeled,28,0,0,0,
Contig_10_168.546:3p:1:19,0,1,chromosome,55,55,0,0,1
Contig_10_168.546:3p:1:20,0,0,unlabeled,1,0,0,0,
Contig_10_168.546:3p:1:21,0,1,chromosome,59,59,0,0,1
Contig_10_168.546:3p:1:23,0,1,chromosome,53,53,0,0,1
Contig_10_168.546:3p:1:24,0,0,unlabeled,1,0,0,0,
Contig_10_168.546:3p:1:25,0,1,chromosome,50,50,0,0,1
Contig_10_168.546:3p:1:27,0,0,unlabeled,11,0,0,0,
Contig_10_168.546:3p:1:28,0,0,unlabeled,11,0,0,0,
Contig_10_168.546:3p:1:29,0,0,unlabeled,2,0,0,0,
Contig_10_168.546:3p:1:30,0,1,chromosome,57,57,0,0,1
Contig_17_153.701:3p:1:3,0,0,unlabeled,1,0,0,0,
