contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,360926,360926,0,0,1
2,0,1,chromosome,309573,309573,0,0,1
3,0,1,chromosome,267710,267710,0,0,1
4,0,1,chromosome,225787,225787,0,0,1
5,0,1,chromosome,224123,224123,0,0,1
6,0,1,chromosome,197460,197460,0,0,1
7,0,1,chromosome,173350,173350,0,0,1
8,0,1,chromosome,168828,168828,0,0,1
9,0,1,chromosome,149356,149356,0,0,1
10,0,1,chromosome,147996,147996,0,0,1
11,0,1,chromosome,147527,147527,0,0,1
12,0,1,chromosome,146278,146278,0,0,1
13,0,1,chromosome,139179,139179,0,0,1
14,0,1,chromosome,138420,138420,0,0,1
15,0,1,chromosome,131283,131283,0,0,1
16,0,1,chromosome,120047,120047,0,0,1
17,0,1,chromosome,115283,115283,0,0,1
18,0,1,chromosome,106069,106069,0,0,1
19,0,1,chromosome,99296,99296,0,0,1
20,0,1,chromosome,98039,98039,0,0,1
21,0,1,chromosome,86378,86378,0,0,1
22,0,1,chromosome,86264,86264,0,0,1
23,0,1,chromosome,86023,86023,0,0,1
24,0,1,chromosome,83796,83796,0,0,1
25,0,1,chromosome,82510,82510,0,0,1
26,0,1,chromosome,81310,81310,0,0,1
27,0,1,chromosome,77488,77488,0,0,1
28,0,1,chromosome,77309,77309,0,0,1
29,0,1,chromosome,75038,75038,0,0,1
30,0,1,chromosome,65931,65931,0,0,1
31,1,0,plasmid,62724,0,62724,0,3
32,0,1,chromosome,59330,59330,0,0,1
33,0,1,chromosome,54529,54529,0,0,1
34,0,1,chromosome,49479,49479,0,0,1
35,0,1,chromosome,47534,47534,0,0,1
36,1,0,plasmid,43408,0,43408,0,5
37,1,0,plasmid,40171,0,40171,0,2
38,0,1,chromosome,38543,38541,0,0,1
39,0,1,chromosome,37350,37350,0,0,1
40,0,1,chromosome,37176,37176,0,0,1
41,0,1,chromosome,34626,34626,0,0,1
42,0,1,chromosome,34237,34237,0,0,1
43,0,1,chromosome,33295,33295,0,0,1
44,0,1,chromosome,32819,32819,0,0,1
45,0,1,chromosome,32685,32685,0,0,1
46,0,1,chromosome,28221,28221,0,0,1
47,0,1,chromosome,27630,27630,0,0,1
48,0,1,chromosome,27407,27407,0,0,1
49,0,1,chromosome,26058,26058,0,0,1
50,1,0,plasmid,24303,0,24303,0,2
51,0,1,chromosome,24099,24099,0,0,1
