contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
Contig_100_20.655,0,1,chromosome,1310,1310,0,0,1
Contig_101_22.3393,0,1,chromosome,11957,11957,0,0,1
Contig_102_18.2564,0,1,chromosome,52767,52767,0,0,1
Contig_103_35.6648,0,1,chromosome,9587,9587,0,0,1
Contig_104_18.1175,0,1,chromosome,5041,5041,0,0,1
Contig_105_34.6518,0,1,chromosome,117001,117001,0,0,1
Contig_106_20.3073,0,1,chromosome,8353,8353,0,0,1
Contig_107_15.5397,0,1,chromosome,976,976,0,0,1
Contig_108_42.5264,0,1,chromosome,1695,1695,0,0,1
Contig_109_34.5295,0,1,chromosome,98486,98486,0,0,1
Contig_10_74.8973,0,1,chromosome,2631,2631,0,0,1
Contig_110_183.408,0,1,chromosome,2361,2361,0,0,1
Contig_111_34.6993,0,1,chromosome,7467,7467,0,0,1
Contig_112_21.6123,0,1,chromosome,5921,5921,0,0,1
Contig_113_52.5254,0,1,chromosome,2456,2456,0,0,1
Contig_114_35.5141,0,1,chromosome,32995,32995,0,0,1
Contig_115_13.848,0,1,chromosome,1329,1329,0,0,1
Contig_116_49.0862,0,1,chromosome,1313,1313,0,0,1
Contig_117_30.7028,0,1,chromosome,5840,5840,0,0,1
Contig_118_36.2619,0,1,chromosome,1998,1998,0,0,1
Contig_119_23.4258,0,1,chromosome,9177,9177,0,0,1
Contig_11_25.7783,0,1,chromosome,5239,5239,0,0,1
Contig_120_26.967,0,1,chromosome,19746,19746,0,0,1
Contig_121_81.0749,0,0,unlabeled,1356,0,0,1309,9
Contig_122_23.1961,1,1,ambiguous,47632,7509,40123,7509,4;1;2
Contig_123_15.2312,0,1,chromosome,4085,4085,0,0,1
Contig_124_40.4014,0,1,chromosome,89958,89958,0,0,1
Contig_125_152.379,0,1,chromosome,868,868,0,0,1
Contig_126_18.5024,0,1,chromosome,2765,2765,0,0,1
Contig_127_23.7645,0,1,chromosome,7312,7312,0,0,1
Contig_128_30.2886,0,1,chromosome,5436,5436,0,0,1
Contig_129_32.1295,0,1,chromosome,1871,1871,0,0,1
Contig_12_37.4304,0,1,chromosome,15038,15038,0,0,1
Contig_130_16.9632,0,1,chromosome,10929,10929,0,0,1
Contig_131_82.9247,0,0,unlabeled,1790,0,0,1643,8
Contig_132_33.0825,0,1,chromosome,786,786,0,0,1
Contig_133_213.134,0,1,chromosome,991,991,0,0,1
Contig_134_19.1204,0,1,chromosome,17451,17451,0,0,1
Contig_135_18.5419,1,0,plasmid,354,0,354,0,3
Contig_136_31.1592,0,1,chromosome,19362,19362,0,0,1
Contig_137_20.9237,0,1,chromosome,1904,1904,0,0,1
Contig_138_34.1394,0,1,chromosome,11659,11652,0,0,1
Contig_139_24.9375,0,1,chromosome,13241,13241,0,0,1
Contig_13_28.5984,0,1,chromosome,37523,37523,0,0,1
Contig_140_36.1865,0,1,chromosome,6788,6788,0,0,1
Contig_141_24.5577,0,1,chromosome,46061,46061,0,0,1
Contig_142_72.2633,0,0,unlabeled,457,457,0,457,1;12
Contig_143_16.8168,0,1,chromosome,2788,2788,0,0,1
Contig_144_89.4062,0,1,chromosome,1316,1316,0,0,1
Contig_145_39.6341,0,1,chromosome,2197,2197,0,0,1
Contig_146_33.6949,0,1,chromosome,35306,35304,0,0,1
Contig_147_19.5902,0,1,chromosome,46261,46261,0,0,1
Contig_148_65.4672,0,1,chromosome,916,916,0,0,1
Contig_149_36.7593,0,1,chromosome,62139,62139,0,0,1
Contig_14_21.9551,0,1,chromosome,18651,18651,0,0,1
Contig_150_33.3286,0,1,chromosome,9517,9517,0,0,1
Contig_151_56.8319,0,1,chromosome,4879,4879,0,0,1
Contig_152_23.4473,0,1,chromosome,33511,33511,0,0,1
Contig_153_22.6373,0,1,chromosome,6920,6920,0,0,1
Contig_154_72.9566,0,0,unlabeled,2992,0,0,2491,6
Contig_155_51.3356,0,1,chromosome,3537,3537,0,0,1
Contig_156_21.3128,0,1,chromosome,34511,34511,0,0,1
Contig_157_21.6831,0,1,chromosome,13850,13783,0,0,1
Contig_158_33.219,0,1,chromosome,2766,2766,0,0,1
Contig_159_56.6629,0,1,chromosome,621,621,0,0,1
Contig_15_21.2675,0,1,chromosome,22668,22668,0,0,1
Contig_160_21.3264,0,1,chromosome,17710,17710,0,0,1
Contig_161_17.8093,0,1,chromosome,3963,3963,0,0,1
Contig_162_33.1236,0,1,chromosome,59772,59772,0,0,1
Contig_163_29.8424,0,1,chromosome,92446,92446,0,0,1
Contig_164_33.7509,0,1,chromosome,61258,61258,0,0,1
Contig_165_16.4668,0,1,chromosome,2833,2833,0,0,1
Contig_166_21.744,0,1,chromosome,88117,88117,0,0,1
Contig_167_27.8998,0,1,chromosome,41977,41977,0,0,1
Contig_168_22.0341,0,1,chromosome,5497,5497,0,0,1
Contig_169_39.6978,0,1,chromosome,391,391,0,0,1
Contig_16_18.4014,0,1,chromosome,720,720,0,0,1
Contig_170_25.0046,0,1,chromosome,130777,130777,0,0,1
Contig_171_29.2086,0,1,chromosome,115469,115469,0,0,1
Contig_172_34.801,0,1,chromosome,513,513,0,0,1
Contig_173_27.2011,0,1,chromosome,116007,116007,0,0,1
Contig_174_21.0164,0,1,chromosome,51358,51358,0,0,1
Contig_175_30.6389,0,1,chromosome,313496,313496,0,0,1
Contig_176_17.5456,0,1,chromosome,33847,33847,0,0,1
Contig_177_17.9206,0,1,chromosome,2653,2653,0,0,1
Contig_178_34.6232,0,1,chromosome,92877,92877,0,0,1
Contig_179_20.5987,0,1,chromosome,49156,49156,0,0,1
Contig_17_25.8816,0,1,chromosome,13094,13094,0,0,1
Contig_180_36.4455,0,1,chromosome,94346,94346,0,0,1
Contig_181_26.7472,0,1,chromosome,2801,2801,0,0,1
Contig_182_23.5071,0,1,chromosome,16097,16097,0,0,1
Contig_183_35.3979,0,1,chromosome,44032,44032,0,0,1
Contig_184_17.9422,0,1,chromosome,19442,19442,0,0,1
Contig_185_35.8694,0,1,chromosome,7159,7159,0,0,1
Contig_186_18.9148,1,0,plasmid,14640,0,14640,0,2
Contig_187_29.9674,0,1,chromosome,1467,1467,0,0,1
Contig_188_23.5878,0,1,chromosome,4284,4284,0,0,1
Contig_189_19.3421,0,1,chromosome,13696,13696,0,0,1
Contig_18_146.04,0,1,chromosome,1312,1312,0,0,1
Contig_190_33.4348,0,1,chromosome,664,664,0,0,1
Contig_191_31.1329,0,1,chromosome,87635,87635,0,0,1
Contig_192_29.01,0,1,chromosome,17956,17956,0,0,1
Contig_193_31.6781,0,1,chromosome,9695,9695,0,0,1
Contig_194_24.3214,0,1,chromosome,36596,36596,0,0,1
Contig_195_19.3127,0,1,chromosome,6903,6903,0,0,1
Contig_196_24.0227,0,1,chromosome,37026,37026,0,0,1
Contig_197_52.3211,0,1,chromosome,1745,1745,0,0,1
Contig_198_24.1452,0,1,chromosome,16230,16230,0,0,1
Contig_199_48.1102,0,1,chromosome,533,533,0,0,1
Contig_19_155.272,0,1,chromosome,452,452,0,0,1
Contig_1_25.6885,0,1,chromosome,1623,1623,0,0,1
Contig_200_20.3973,0,1,chromosome,61900,61900,0,0,1
Contig_201_26.5124,0,1,chromosome,55727,55727,0,0,1
Contig_202_36.3423,0,1,chromosome,55677,55677,0,0,1
Contig_203_27.0774,0,1,chromosome,7099,7099,0,0,1
Contig_204_33.4257,0,1,chromosome,123853,123853,0,0,1
Contig_205_21.5508,0,1,chromosome,62530,62530,0,0,1
Contig_206_36.4274,0,1,chromosome,87481,87481,0,0,1
Contig_207_19.0192,0,1,chromosome,7900,7900,0,0,1
Contig_208_25.93,0,1,chromosome,12642,12642,0,0,1
Contig_209_32.2489,0,1,chromosome,30878,30878,0,0,1
Contig_20_22.4425,0,1,chromosome,11626,11626,0,0,1
Contig_210_18.698,1,0,plasmid,4653,0,4552,0,3
Contig_211_32.3251,0,1,chromosome,35788,35788,0,0,1
Contig_212_23.2265,0,1,chromosome,97415,97415,0,0,1
Contig_213_114.831,0,0,unlabeled,2076,0,0,1747,7
Contig_214_16.8919,0,1,chromosome,982,982,0,0,1
Contig_215_21.9279,0,1,chromosome,61938,61938,0,0,1
Contig_216_107.734,0,1,chromosome,600,600,0,0,1
Contig_217_25.4291,0,1,chromosome,32587,32587,0,0,1
Contig_218_22.5329,0,0,unlabeled,2512,0,0,1038,11
Contig_219_18.6353,0,1,chromosome,11088,11088,0,0,1
Contig_21_19.9027,1,0,plasmid,15694,0,15694,0,3
Contig_220_44.2224,0,1,chromosome,940,940,0,0,1
Contig_221_24.3287,0,1,chromosome,21324,21324,0,0,1
Contig_222_30.2709,0,1,chromosome,19442,19442,0,0,1
Contig_223_69.7413,0,1,chromosome,2868,2868,0,0,1
Contig_224_17.8841,0,1,chromosome,18627,18627,0,0,1
Contig_225_17.8697,0,1,chromosome,21995,21995,0,0,1
Contig_226_48.5165,0,1,chromosome,1176,1176,0,0,1
Contig_227_34.877,0,1,chromosome,2312,2312,0,0,1
Contig_228_21.1751,0,1,chromosome,24277,24277,0,0,1
Contig_229_53.6326,0,0,unlabeled,1616,0,0,1616,6
Contig_22_19.5337,0,1,chromosome,3569,3569,0,0,1
Contig_230_19.5238,0,1,chromosome,6397,6397,0,0,1
Contig_231_22.8893,0,1,chromosome,28274,28274,0,0,1
Contig_232_21.5534,0,1,chromosome,23645,23645,0,0,1
Contig_233_27.3118,0,1,chromosome,8950,8950,0,0,1
Contig_234_42.5409,0,1,chromosome,1662,1662,0,0,1
Contig_235_44.4213,0,1,chromosome,334,334,0,0,1
Contig_236_20.4153,0,1,chromosome,18403,18403,0,0,1
Contig_237_43.3318,0,1,chromosome,2499,2499,0,0,1
Contig_238_77.0207,0,1,chromosome,643,643,0,0,1
Contig_239_29.6105,0,1,chromosome,45767,45767,0,0,1
Contig_23_44.8549,0,1,chromosome,40980,40980,0,0,1
Contig_240_18.8761,0,1,chromosome,10953,10953,0,0,1
Contig_241_29.3346,0,1,chromosome,11321,11321,0,0,1
Contig_242_94.4018,0,1,chromosome,2526,2526,0,0,1
Contig_243_28.6889,0,1,chromosome,38248,38248,0,0,1
Contig_244_22.1849,0,1,chromosome,9888,9888,0,0,1
Contig_245_26.2939,0,1,chromosome,32221,32221,0,0,1
Contig_246_24.6046,0,1,chromosome,36580,36580,0,0,1
Contig_247_25.3356,0,1,chromosome,40078,40078,0,0,1
Contig_248_34.9808,0,1,chromosome,74137,74137,0,0,1
Contig_249_26.9372,0,1,chromosome,928,928,0,0,1
Contig_24_34.9805,0,1,chromosome,9759,9759,0,0,1
Contig_250_25.6542,0,1,chromosome,131988,131988,0,0,1
Contig_251_20.2644,0,1,chromosome,9245,9245,0,0,1
Contig_252_32.6536,0,1,chromosome,35488,35488,0,0,1
Contig_253_34.0015,0,1,chromosome,19529,19529,0,0,1
Contig_254_43.807,0,1,chromosome,6187,6187,0,0,1
Contig_255_32.5479,0,1,chromosome,4299,4299,0,0,1
Contig_256_38.818,0,1,chromosome,2603,2603,0,0,1
Contig_257_43.3779,0,1,chromosome,3006,3006,0,0,1
Contig_258_21.8143,0,1,chromosome,52247,52247,0,0,1
Contig_259_78.8726,0,1,chromosome,909,909,0,0,1
Contig_25_16.6681,0,1,chromosome,7260,7260,0,0,1
Contig_260_29.0432,0,1,chromosome,25870,25870,0,0,1
Contig_261_23.9075,0,1,chromosome,29057,29057,0,0,1
Contig_262_26.083,0,1,chromosome,216902,216902,0,0,1
Contig_263_22.6732,0,1,chromosome,5393,5393,0,0,1
Contig_264_201.41,0,1,chromosome,3096,3096,0,0,1
Contig_265_28.4395,0,1,chromosome,86311,86311,0,0,1
Contig_266_42.7076,0,1,chromosome,49661,49661,0,0,1
Contig_267_32.7178,0,1,chromosome,975,975,0,0,1
Contig_268_21.6611,0,1,chromosome,121965,121965,0,0,1
Contig_269_48.3597,0,0,unlabeled,4742,4742,0,4742,1;5
Contig_26_21.9333,0,1,chromosome,73573,73569,0,0,1
Contig_270_19.3292,0,1,chromosome,8035,8035,0,0,1
Contig_271_41.6093,0,1,chromosome,3065,3065,0,0,1
Contig_272_33.334,0,1,chromosome,5707,5707,0,0,1
Contig_273_23.2215,0,1,chromosome,7179,7179,0,0,1
Contig_27_19.5663,0,1,chromosome,26692,26692,0,0,1
Contig_28_17.3091,0,1,chromosome,3265,3265,0,0,1
Contig_29_21.7109,0,1,chromosome,43030,43030,0,0,1
Contig_2_35.0201,0,1,chromosome,32659,32310,0,0,1
Contig_30_25.7494,0,1,chromosome,5975,5975,0,0,1
Contig_31_28.8511,0,1,chromosome,24622,24622,0,0,1
Contig_32_24.8934,0,1,chromosome,29879,29879,0,0,1
Contig_33_50.6738,0,1,chromosome,336,336,0,0,1
Contig_34_18.4893,1,0,plasmid,15785,0,15785,0,2
Contig_35_23.0877,0,1,chromosome,125772,125772,0,0,1
Contig_36_28.5191,0,1,chromosome,46874,46874,0,0,1
Contig_37_28.4024,0,1,chromosome,4739,4739,0,0,1
Contig_38_18.4349,0,1,chromosome,15494,15494,0,0,1
Contig_39_42.6221,0,1,chromosome,796,796,0,0,1
Contig_3_35.6265,0,1,chromosome,62117,62117,0,0,1
Contig_40_27.6491,0,1,chromosome,65032,65032,0,0,1
Contig_41_57.0267,0,1,chromosome,657,657,0,0,1
Contig_42_35.6179,0,1,chromosome,30530,30530,0,0,1
Contig_43_26.8338,0,1,chromosome,10857,10857,0,0,1
Contig_44_19.5193,0,1,chromosome,1057,1057,0,0,1
Contig_45_28.2722,0,1,chromosome,16419,16419,0,0,1
Contig_46_36.4774,0,1,chromosome,1147,1147,0,0,1
Contig_47_143.043,0,0,unlabeled,390,0,0,390,14
Contig_48_32.4463,0,1,chromosome,646,646,0,0,1
Contig_49_24.5213,0,1,chromosome,141822,141822,0,0,1
Contig_4_20.4822,0,1,chromosome,17726,17726,0,0,1
Contig_50_25.6187,0,1,chromosome,73084,73084,0,0,1
Contig_51_17.9134,0,1,chromosome,35555,35555,0,0,1
Contig_52_33.6413,0,1,chromosome,4613,4613,0,0,1
Contig_53_64.0413,0,1,chromosome,866,866,0,0,1
Contig_54_59.1075,0,1,chromosome,1257,1257,0,0,1
Contig_55_23.4004,0,1,chromosome,53669,53669,0,0,1
Contig_56_21.8041,0,1,chromosome,71342,71342,0,0,1
Contig_57_59.6886,0,1,chromosome,1026,1026,0,0,1
Contig_58_32.4507,0,1,chromosome,131138,131138,0,0,1
Contig_59_34.7168,0,1,chromosome,46032,46032,0,0,1
Contig_5_21.2355,0,1,chromosome,28182,28182,0,0,1
Contig_60_34.3574,0,1,chromosome,36392,36392,0,0,1
Contig_61_31.5192,0,1,chromosome,7362,7362,0,0,1
Contig_62_1316.02,0,0,unlabeled,1099,0,0,0,
Contig_63_25.3633,0,1,chromosome,3744,3744,0,0,1
Contig_64_135.296,0,0,unlabeled,298,0,0,298,13
Contig_65_21.9457,0,1,chromosome,11359,11359,0,0,1
Contig_66_29.2953,0,1,chromosome,560,560,0,0,1
Contig_67_82.0377,0,1,chromosome,641,640,0,0,1
Contig_68_26.4851,0,1,chromosome,6058,6058,0,0,1
Contig_69_21.8241,0,1,chromosome,8999,8999,0,0,1
Contig_6_155.038,0,1,chromosome,666,666,0,0,1
Contig_70_19.6043,0,1,chromosome,19480,19480,0,0,1
Contig_71_24.3782,0,1,chromosome,71915,71915,0,0,1
Contig_72_19.4172,0,1,chromosome,47087,47087,0,0,1
