contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,587923,587923,0,0,1
2,0,1,chromosome,370595,370595,0,0,1
3,0,1,chromosome,352604,352604,0,0,1
4,0,1,chromosome,342750,342750,0,0,1
5,0,1,chromosome,326581,326581,0,0,1
6,0,1,chromosome,241163,241163,0,0,1
7,0,1,chromosome,149675,149675,0,0,1
8,0,1,chromosome,140631,140631,0,0,1
9,0,1,chromosome,106972,106972,0,0,1
10,0,1,chromosome,38173,38173,0,0,1
11,0,1,chromosome,33748,33748,0,0,1
12,0,1,chromosome,26968,26968,0,0,1
13,0,1,chromosome,3058,3058,0,0,1
14,0,1,chromosome,1629,1629,0,0,1
15,0,1,chromosome,1457,1457,0,0,1
16,0,1,chromosome,572,572,0,0,1
17,0,1,chromosome,183,183,0,0,1
18,0,1,chromosome,183,183,0,0,1
19,0,1,chromosome,169,169,0,0,1
20,0,1,chromosome,160,160,0,0,1
21,0,1,chromosome,155,155,0,0,1
22,0,1,chromosome,147,147,0,0,1
23,0,1,chromosome,146,146,0,0,1
24,0,1,chromosome,140,140,0,0,1
25,0,1,chromosome,138,138,0,0,1
26,0,1,chromosome,133,133,0,0,1
27,0,1,chromosome,127,127,0,0,1
28,0,1,chromosome,108,108,0,0,1
29,0,1,chromosome,106,106,0,0,1
30,0,1,chromosome,102,102,0,0,1
31,0,1,chromosome,97,97,0,0,1
32,0,1,chromosome,86,86,0,0,1
33,0,1,chromosome,80,80,0,0,1
34,0,0,unlabeled,45,0,0,0,
35,0,0,unlabeled,39,0,0,0,
36,0,0,unlabeled,31,0,0,0,
37,0,0,unlabeled,31,0,0,0,
38,0,0,unlabeled,12,0,0,0,
39,0,0,unlabeled,11,0,0,0,
40,0,0,unlabeled,9,0,0,0,
41,0,0,unlabeled,7,0,0,0,
42,0,0,unlabeled,2,0,0,0,
43,0,0,unlabeled,1,0,0,0,
44,0,0,unlabeled,1,0,0,0,
45,0,0,unlabeled,1,0,0,0,
46,0,0,unlabeled,1,0,0,0,
