contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,414408,414408,0,0,1
2,0,1,chromosome,401224,401224,0,0,2
3,0,1,chromosome,380842,380842,0,0,6
4,0,1,chromosome,374308,374308,0,0,2
5,0,1,chromosome,286851,286851,0,0,3
6,0,1,chromosome,276872,276872,0,0,8
7,0,1,chromosome,260661,260661,0,0,10
8,0,1,chromosome,258341,258341,0,0,4
9,0,1,chromosome,244374,244374,0,0,7
10,0,1,chromosome,237360,237360,0,0,9
11,0,1,chromosome,206346,206346,0,0,5
12,0,1,chromosome,196417,196417,0,0,12
13,0,0,unlabeled,191064,0,0,191064,13
14,0,1,chromosome,175116,175116,0,0,11
15,0,1,chromosome,169992,168792,0,0,3;15
16,0,1,chromosome,149826,149826,0,0,5
17,0,1,chromosome,145930,145930,0,0,1
18,0,0,unlabeled,135543,0,0,135543,14
19,0,1,chromosome,132672,132672,0,0,15
20,0,1,chromosome,122928,122928,0,0,1
21,0,1,chromosome,114501,114501,0,0,1
22,0,1,chromosome,105970,105970,0,0,5
23,0,1,chromosome,103863,103863,0,0,4
24,0,1,chromosome,90771,90771,0,0,1
25,0,0,unlabeled,89903,0,0,89903,17
26,0,0,unlabeled,88478,0,0,88478,18
27,0,0,unlabeled,87095,0,0,87095,16
28,0,1,chromosome,80152,80152,0,0,7
29,0,1,chromosome,75577,75577,0,0,2
30,0,1,chromosome,71223,71223,0,0,7
31,0,0,unlabeled,68747,0,0,68747,19
32,0,1,chromosome,65174,63662,1791,0,11;39
33,0,1,chromosome,63309,63309,0,0,4
34,0,1,chromosome,63193,63193,0,0,3
35,0,1,chromosome,62727,62727,0,0,3
36,0,0,unlabeled,53989,0,0,53989,21
37,0,1,chromosome,53920,53920,0,0,3
38,0,1,chromosome,53207,53207,0,0,1
39,0,0,unlabeled,47583,0,0,47583,20
40,0,1,chromosome,41783,41783,0,0,3
41,1,0,plasmid,39882,0,39882,0,22
42,0,1,chromosome,39076,39076,0,0,8
43,0,1,chromosome,38010,38010,0,0,4
44,0,1,chromosome,35299,35299,0,0,6
45,1,0,plasmid,34348,0,34348,0,23
46,0,0,unlabeled,31357,0,0,31357,14
47,0,1,chromosome,28957,28957,0,0,9
48,1,0,plasmid,23438,0,23438,0,24
49,0,0,unlabeled,18725,0,0,18725,16
50,0,0,unlabeled,18268,0,0,18268,25
51,0,1,chromosome,17420,17420,0,0,12
52,0,0,unlabeled,15345,0,0,15345,20
53,0,0,unlabeled,10853,0,0,10853,26
54,0,0,unlabeled,9636,0,0,9636,14
55,0,0,unlabeled,6936,0,0,6936,28
56,0,0,unlabeled,5482,0,0,5482,29
57,0,0,unlabeled,5386,0,0,5386,30
58,0,1,chromosome,5324,5324,0,0,4
59,1,0,plasmid,5289,0,5289,0,27
60,0,1,chromosome,5071,5071,0,0,4
61,0,1,chromosome,4817,4817,0,0,7
62,0,1,chromosome,4742,4742,0,0,11
63,0,0,unlabeled,4012,0,0,4012,31
64,0,0,unlabeled,3575,0,0,3575,32
65,0,0,unlabeled,3546,0,0,3546,33
66,0,0,unlabeled,3299,0,0,3299,34
67,0,0,unlabeled,3152,0,0,3152,35
68,0,0,unlabeled,3065,0,0,3065,36
69,0,0,unlabeled,3036,0,0,3036,20
70,0,0,unlabeled,2621,0,0,2621,37
71,0,0,unlabeled,2308,0,0,2308,38
72,0,0,unlabeled,1706,0,0,1706,40
73,0,1,chromosome,1441,1441,0,0,11
74,0,0,unlabeled,1425,0,0,1425,41
75,0,1,chromosome,1344,1344,0,0,8;4
76,0,0,unlabeled,1324,0,0,1324,42
77,0,0,unlabeled,1320,0,0,1320,43
78,0,0,unlabeled,1253,0,0,1253,44
79,1,0,plasmid,1247,0,1247,0,27
80,0,0,unlabeled,1177,0,0,1177,45
81,0,0,unlabeled,1112,0,0,1112,46
82,0,0,unlabeled,1081,0,0,1081,47
83,0,0,unlabeled,1024,0,0,1024,48
84,0,0,unlabeled,946,0,0,946,49
85,0,0,unlabeled,922,0,0,922,50
86,0,0,unlabeled,811,0,0,811,52
87,0,0,unlabeled,809,0,0,809,53
88,0,0,unlabeled,769,0,0,769,54
89,0,0,unlabeled,696,0,0,0,
90,0,0,unlabeled,667,0,0,667,55
91,0,0,unlabeled,655,0,0,655,56
92,0,0,unlabeled,655,0,0,655,57
93,0,1,chromosome,646,646,0,0,9
94,0,1,chromosome,643,643,0,0,4;1
95,0,0,unlabeled,640,0,0,640,58
96,0,1,chromosome,608,608,0,0,11
97,0,1,chromosome,595,595,0,0,3
98,0,1,chromosome,595,595,0,0,11
99,0,0,unlabeled,586,0,0,586,59
100,0,1,chromosome,579,579,0,0,5
101,0,1,chromosome,576,576,0,0,11;2
102,0,0,unlabeled,571,0,0,571,60
103,0,0,unlabeled,571,0,0,571,61
104,0,1,chromosome,533,533,0,0,11;2
105,0,0,unlabeled,525,0,0,525,62
106,0,0,unlabeled,508,0,0,508,63
107,0,0,unlabeled,508,0,0,508,64
108,0,1,chromosome,506,506,0,0,1
109,0,1,chromosome,482,482,0,0,1
110,1,0,plasmid,471,0,471,0,27
111,0,1,chromosome,456,456,0,0,1
112,0,0,unlabeled,447,0,0,447,67
113,0,1,chromosome,445,445,0,0,9
114,0,0,unlabeled,439,0,0,439,68
115,0,0,unlabeled,439,0,0,439,69
116,0,0,unlabeled,437,0,0,437,70
117,0,0,unlabeled,436,0,0,436,71
118,0,0,unlabeled,433,0,0,433,72
119,0,0,unlabeled,429,0,0,429,73
120,0,0,unlabeled,426,0,0,426,74
121,0,0,unlabeled,416,0,0,416,75
122,0,0,unlabeled,415,0,0,415,76
123,0,1,chromosome,404,404,0,0,1
124,0,0,unlabeled,400,0,0,400,77
125,0,0,unlabeled,400,0,0,400,78
126,0,0,unlabeled,398,0,0,398,66
127,0,0,unlabeled,398,0,0,398,79
128,0,0,unlabeled,396,0,0,396,80
129,0,0,unlabeled,387,0,0,387,81
130,0,0,unlabeled,387,0,0,387,82
131,0,0,unlabeled,381,381,0,381,83;2;5
132,0,0,unlabeled,371,0,0,371,84
133,0,0,unlabeled,370,0,0,370,85
134,0,0,unlabeled,368,0,0,368,86
135,0,0,unlabeled,367,0,0,367,87
136,0,0,unlabeled,365,0,0,365,20
137,0,0,unlabeled,356,0,0,356,88
138,0,0,unlabeled,356,0,0,356,89
139,0,0,unlabeled,352,0,0,352,90
140,0,0,unlabeled,350,0,0,350,91
141,0,0,unlabeled,344,0,0,344,92
142,0,0,unlabeled,339,0,0,339,93
143,0,0,unlabeled,338,0,0,338,94
144,0,0,unlabeled,329,0,0,329,95
145,0,1,chromosome,326,326,0,0,7
146,0,0,unlabeled,324,324,0,324,3;97
147,0,0,unlabeled,316,316,0,316,17;5
148,0,0,unlabeled,314,0,0,314,20
149,0,0,unlabeled,314,0,0,314,98
150,0,0,unlabeled,314,0,0,314,99
151,0,0,unlabeled,314,0,0,314,100
152,0,0,unlabeled,306,0,0,306,102
153,0,0,unlabeled,305,305,0,305,96;5
154,0,0,unlabeled,301,0,0,301,103
155,0,0,unlabeled,299,0,0,299,104
156,0,0,unlabeled,298,0,0,298,105
157,0,0,unlabeled,296,0,0,296,106
158,0,1,chromosome,294,294,0,0,11;2
159,0,0,unlabeled,289,0,0,289,107
160,0,0,unlabeled,281,0,0,281,108
161,0,0,unlabeled,279,0,0,279,109
162,0,0,unlabeled,279,0,0,279,110
163,0,0,unlabeled,279,0,0,279,111
164,0,1,chromosome,278,278,0,0,6;12
165,0,0,unlabeled,277,0,0,277,112
166,0,0,unlabeled,275,0,0,275,113
167,0,0,unlabeled,275,0,0,275,114
168,0,0,unlabeled,272,0,0,272,115
169,0,1,chromosome,269,269,0,0,3;7
170,0,0,unlabeled,269,0,0,269,116
171,0,0,unlabeled,268,0,0,268,117
172,0,0,unlabeled,268,0,0,268,118
173,0,0,unlabeled,266,266,0,266,119;2
174,0,0,unlabeled,265,0,0,265,120
175,0,0,unlabeled,258,0,0,258,121
176,0,0,unlabeled,255,255,0,255,122;5
177,0,0,unlabeled,255,0,0,255,123
178,0,0,unlabeled,252,0,0,252,124
179,0,1,chromosome,252,252,0,0,4
180,0,1,chromosome,250,250,0,0,1
181,0,1,chromosome,249,249,0,0,5
182,0,1,chromosome,246,246,0,0,9
183,0,0,unlabeled,246,0,0,246,125
184,0,0,unlabeled,240,0,0,240,126
185,0,0,unlabeled,237,0,0,237,127
186,0,0,unlabeled,234,0,0,234,128
187,0,0,unlabeled,233,233,0,233,8;129
188,0,1,chromosome,232,232,0,0,12
189,0,1,chromosome,232,232,0,0,6
190,0,0,unlabeled,227,227,0,227,130;3;2
191,0,0,unlabeled,225,0,0,225,131
192,0,0,unlabeled,222,0,0,222,132
193,0,1,chromosome,222,222,0,0,1
194,0,0,unlabeled,221,0,0,221,133
195,0,0,unlabeled,220,0,0,220,134
196,0,0,unlabeled,220,0,0,220,135
197,0,0,unlabeled,220,0,0,0,
198,0,0,unlabeled,219,0,0,219,136
199,0,0,unlabeled,215,0,0,215,137
200,0,0,unlabeled,212,0,0,212,138
201,0,1,chromosome,208,208,0,0,9
202,0,0,unlabeled,204,204,0,204,3;139;2
203,0,0,unlabeled,203,0,0,203,20
204,0,0,unlabeled,203,0,0,203,140
205,0,0,unlabeled,201,0,0,201,141
206,0,0,unlabeled,201,0,0,201,142
207,0,0,unlabeled,200,0,0,200,143
208,0,1,chromosome,197,197,0,0,4;1
209,0,0,unlabeled,196,0,0,196,144
210,0,0,unlabeled,195,0,0,195,145
211,0,0,unlabeled,194,0,0,194,146
212,0,0,unlabeled,192,0,0,192,147
213,0,0,unlabeled,192,192,0,192,3;148;2
214,0,0,unlabeled,185,0,0,185,150
215,0,0,unlabeled,184,0,0,184,151
216,0,0,unlabeled,181,0,0,181,152
217,0,0,unlabeled,178,0,0,178,153
218,0,0,unlabeled,176,0,0,176,154
219,0,0,unlabeled,174,0,0,174,155
220,0,0,unlabeled,173,0,0,173,156
221,0,0,unlabeled,172,0,0,172,157
222,0,0,unlabeled,169,0,0,169,158
223,0,0,unlabeled,168,0,0,168,159
224,0,0,unlabeled,167,0,0,167,160
225,0,1,chromosome,166,166,0,0,1
226,0,0,unlabeled,166,0,0,166,161
227,0,0,unlabeled,166,0,0,166,162
228,1,0,plasmid,166,0,166,0,27;23
229,0,0,unlabeled,165,0,0,165,163
230,0,1,chromosome,164,164,0,0,3;7
231,0,0,unlabeled,164,0,0,164,164
232,0,0,unlabeled,161,0,0,161,165
233,0,0,unlabeled,161,0,0,161,166
234,0,0,unlabeled,161,0,0,161,167
235,0,0,unlabeled,160,0,0,160,168
236,0,0,unlabeled,160,0,0,160,169
237,0,0,unlabeled,158,0,0,158,170
238,0,1,chromosome,158,158,0,0,12
239,0,1,chromosome,158,158,0,0,11;2
240,0,1,chromosome,158,158,0,0,6
241,0,0,unlabeled,158,0,0,158,171
242,0,0,unlabeled,157,0,0,157,172
243,0,0,unlabeled,156,0,0,156,173
244,0,0,unlabeled,155,0,0,155,175
245,0,1,chromosome,152,152,0,0,1
246,0,0,unlabeled,150,150,0,150,8;176
247,0,0,unlabeled,149,0,0,149,177
248,0,1,chromosome,149,149,0,0,1
249,0,0,unlabeled,149,0,0,149,178
250,0,0,unlabeled,149,0,0,149,179
251,0,0,unlabeled,149,0,0,149,181
252,0,0,unlabeled,148,148,0,148,149;5
253,0,0,unlabeled,148,0,0,148,182
254,0,1,chromosome,146,146,0,0,1
255,0,1,chromosome,146,146,0,0,3;7
256,0,0,unlabeled,146,0,0,146,183
257,0,0,unlabeled,146,0,0,146,184
258,0,1,chromosome,143,143,0,0,3;7
259,0,1,chromosome,143,143,0,0,5
260,0,1,chromosome,143,143,0,0,3;7
261,0,1,chromosome,143,143,0,0,3;7
262,0,0,unlabeled,143,0,0,143,185
263,0,0,unlabeled,142,0,0,142,186
264,0,0,unlabeled,142,0,0,142,187
265,0,1,chromosome,142,142,0,0,4
266,0,0,unlabeled,141,0,0,141,188
267,0,0,unlabeled,141,0,0,141,189
268,0,0,unlabeled,139,0,0,139,190
269,0,0,unlabeled,139,0,0,139,191
270,0,0,unlabeled,137,137,0,137,192;5
271,0,0,unlabeled,137,0,0,137,20
272,0,0,unlabeled,137,0,0,137,193
273,0,1,chromosome,136,136,0,0,11;3
274,0,0,unlabeled,135,135,0,135,174;5
275,0,0,unlabeled,135,0,0,135,194
276,0,0,unlabeled,135,0,0,135,195
277,0,1,chromosome,134,134,0,0,6;12
278,0,0,unlabeled,133,0,0,133,196
279,0,0,unlabeled,133,0,0,133,197
280,0,0,unlabeled,132,0,0,132,198
281,0,0,unlabeled,131,0,0,131,199
