contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
Contig_10_126.848,0,1,chromosome,1135,1135,0,0,1
Contig_11_52.2291,0,1,chromosome,27002,27002,0,0,2
Contig_12_55.9641,0,1,chromosome,159556,159556,0,0,3
Contig_13_53.4076,0,1,chromosome,159256,159256,0,0,3
Contig_14_72.9647,0,1,chromosome,4424,4424,0,0,1
Contig_15_63.1095,0,1,chromosome,221612,221612,0,0,2
Contig_16_68.075,0,1,chromosome,344388,344388,0,0,1
Contig_17_62.6466,0,1,chromosome,96345,96345,0,0,3
Contig_18_110.72,0,0,unlabeled,2043,0,0,0,
Contig_19_124.512,0,1,chromosome,1160,1160,0,0,1
Contig_1_48.0375,0,1,chromosome,15905,15905,0,0,3
Contig_20_50.1105,0,1,chromosome,24748,24748,0,0,2
Contig_21_107.28,0,1,chromosome,790,790,0,0,2
Contig_22_80.3368,0,1,chromosome,9006,8979,0,0,1
Contig_23_51.6458,0,1,chromosome,30803,30803,0,0,2
Contig_24_73.684,0,1,chromosome,1030,1030,0,0,2
Contig_25_78.8994,0,1,chromosome,6747,6747,0,0,1
Contig_26_76.7132,0,1,chromosome,233062,233062,0,0,1
Contig_27_126.479,0,1,chromosome,1244,1244,0,0,2
Contig_28_83.1579,0,1,chromosome,33311,33311,0,0,1
Contig_29_52.6222,0,1,chromosome,13434,13434,0,0,2
Contig_2_48.9727,0,1,chromosome,58082,58082,0,0,2
Contig_30_70.5682,0,1,chromosome,262310,262310,0,0,1
Contig_31_53.608,0,1,chromosome,65987,65987,0,0,2
Contig_32_52.3445,0,1,chromosome,130232,130231,0,0,2
Contig_33_59.5649,0,1,chromosome,25960,25960,0,0,2
Contig_34_93.3455,0,1,chromosome,3243,3243,0,0,2
Contig_35_203.009,0,1,chromosome,1763,1763,0,0,3
Contig_36_60.859,0,1,chromosome,80383,80383,0,0,3
Contig_37_84.4453,0,1,chromosome,358735,358735,0,0,1
Contig_38_56.9571,0,1,chromosome,148959,148959,0,0,3
Contig_39_49.584,0,1,chromosome,22685,22685,0,0,2
Contig_3_73.9376,0,1,chromosome,146479,146479,0,0,1
Contig_40_98.1059,0,1,chromosome,3224,3224,0,0,2
Contig_41_79.8069,0,1,chromosome,114510,114510,0,0,1
Contig_42_61.9589,0,1,chromosome,48676,48676,0,0,3
Contig_43_100.629,0,1,chromosome,803,803,0,0,3
Contig_44_73.0871,0,1,chromosome,48739,48739,0,0,1
Contig_45_54.038,0,1,chromosome,155747,155747,0,0,2
Contig_46_51.7217,0,1,chromosome,19593,19593,0,0,3
Contig_47_56.8936,0,1,chromosome,242746,242746,0,0,2
Contig_48_55.3643,0,1,chromosome,48916,48916,0,0,3
Contig_49_75.6809,0,1,chromosome,97719,97719,0,0,1
Contig_4_58.8961,0,1,chromosome,66378,66378,0,0,3
Contig_50_77.8639,0,1,chromosome,211105,211105,0,0,1
Contig_51_51.1863,0,1,chromosome,438,438,0,0,2
Contig_52_53.8523,0,1,chromosome,81574,81574,0,0,2
Contig_53_115.851,0,1,chromosome,545,545,0,0,1
Contig_54_119.151,0,1,chromosome,546,546,0,0,3
Contig_55_76.1644,0,1,chromosome,99852,99852,0,0,1
Contig_56_68.7177,0,1,chromosome,72727,72727,0,0,2
Contig_57_54.4757,0,1,chromosome,126551,126551,0,0,3
Contig_58_48.4873,0,1,chromosome,28659,28659,0,0,3
Contig_59_66.4089,0,1,chromosome,92302,92302,0,0,1
Contig_5_69.8448,0,1,chromosome,552,552,0,0,2
Contig_60_118.54,0,1,chromosome,462,462,0,0,3
Contig_61_70.352,0,1,chromosome,102878,102878,0,0,2
Contig_62_140.115,0,1,chromosome,514,514,0,0,2
Contig_63_69.692,0,1,chromosome,77816,77816,0,0,1
Contig_64_74.573,0,1,chromosome,65969,65969,0,0,1
Contig_65_53.3653,0,1,chromosome,37023,37023,0,0,3
Contig_66_68.0816,0,1,chromosome,126414,126414,0,0,1
Contig_67_67.5616,0,1,chromosome,20142,20142,0,0,1
Contig_68_48.5232,0,1,chromosome,91426,91426,0,0,2
Contig_69_52.3586,0,1,chromosome,210194,210194,0,0,2
Contig_6_59.4358,0,1,chromosome,30719,30719,0,0,3
Contig_70_67.252,0,1,chromosome,11687,11687,0,0,1
Contig_71_83.3646,0,0,unlabeled,1927,0,0,0,
Contig_72_100.915,0,1,chromosome,791,791,0,0,2
Contig_73_79.6149,0,1,chromosome,15345,15345,0,0,1
Contig_74_65.0601,0,1,chromosome,220323,220323,0,0,2
Contig_75_77.7793,0,1,chromosome,406,406,0,0,1;2
Contig_76_57.36,0,1,chromosome,205317,205317,0,0,3
