contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
Contig_100_58.2282,0,1,chromosome,6656,6656,0,0,1
Contig_101_56.114,0,1,chromosome,40639,40639,0,0,1
Contig_102_224.769,0,1,chromosome,1315,1315,0,0,1
Contig_103_49.769,0,1,chromosome,429,429,0,0,1
Contig_104_54.2557,0,1,chromosome,197440,197440,0,0,1
Contig_105_55.2787,0,1,chromosome,40054,40054,0,0,1
Contig_106_53.4943,0,1,chromosome,53517,53517,0,0,1
Contig_107_144.309,1,0,plasmid,3626,0,3626,0,2
Contig_108_66.5035,0,1,chromosome,8681,8681,0,0,1
Contig_109_67.0901,0,1,chromosome,3651,3651,0,0,1
Contig_10_51.4009,0,1,chromosome,8344,8344,0,0,1
Contig_110_53.1694,0,1,chromosome,115797,115797,0,0,1
Contig_111_80.1471,0,1,chromosome,428,428,0,0,1
Contig_112_53.6228,0,1,chromosome,68115,68115,0,0,1
Contig_113_55.78,0,1,chromosome,36399,36399,0,0,1
Contig_114_62.6576,0,1,chromosome,1415,1415,0,0,1
Contig_115_63.9487,0,1,chromosome,3621,3621,0,0,1
Contig_116_55.6335,0,1,chromosome,42582,42582,0,0,1
Contig_117_55.2105,0,1,chromosome,81246,81246,0,0,1
Contig_118_55.9151,0,1,chromosome,234346,234346,0,0,1
Contig_119_456.411,0,1,chromosome,705,705,0,0,1
Contig_11_54.5418,0,1,chromosome,48639,48639,0,0,1
Contig_120_65.577,0,1,chromosome,18307,18307,0,0,1
Contig_121_59.6988,0,1,chromosome,49285,49285,0,0,1
Contig_122_56.9463,0,1,chromosome,12784,12784,0,0,1
Contig_123_55.2821,0,1,chromosome,120334,120334,0,0,1
Contig_124_57.7462,0,1,chromosome,28979,28979,0,0,1
Contig_125_56.3014,0,1,chromosome,82068,82068,0,0,1
Contig_126_57.2473,0,1,chromosome,55159,55159,0,0,1
Contig_127_53.483,0,1,chromosome,49723,49723,0,0,1
Contig_128_55.5669,0,1,chromosome,13287,13287,0,0,1
Contig_129_56.513,0,1,chromosome,28611,28611,0,0,1
Contig_12_55.68,0,1,chromosome,175848,175848,0,0,1
Contig_130_52.1992,0,1,chromosome,1070,1070,0,0,1
Contig_131_127.869,0,1,chromosome,12976,12976,0,0,1
Contig_132_54.2688,0,1,chromosome,135265,135265,0,0,1
Contig_133_137.208,0,1,chromosome,418,418,0,0,1
Contig_134_184.709,0,1,chromosome,440,440,0,0,1
Contig_135_112.474,0,1,chromosome,1371,1371,0,0,1
Contig_136_113.368,0,1,chromosome,5489,5489,0,0,1
Contig_13_52.1953,0,1,chromosome,4951,4877,0,0,1
Contig_14_232.869,0,1,chromosome,850,850,0,0,1
Contig_15_54.1604,0,1,chromosome,255754,255754,0,0,1
Contig_16_54.5633,0,1,chromosome,153033,153033,0,0,1
Contig_17_108.836,0,1,chromosome,1797,1797,0,0,1
Contig_18_53.2046,0,1,chromosome,10863,10863,0,0,1
Contig_19_77.2183,0,1,chromosome,4653,4653,0,0,1
Contig_1_1736.92_Circ,1,0,plasmid,5215,0,4281,0,4
Contig_20_120.57,0,1,chromosome,1145,1145,0,0,1
Contig_21_244.277,1,0,plasmid,7036,0,7036,0,2
Contig_22_326.522,0,1,chromosome,789,789,0,0,1
