contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
Contig_100_43.14,0,1,chromosome,67950,67950,0,0,1
Contig_101_76.1081,1,0,plasmid,6134,0,6134,0,3
Contig_102_76.6275,1,0,plasmid,5880,0,5880,0,3
Contig_103_130.107,0,1,chromosome,1373,1373,0,0,2
Contig_104_92.2821,0,1,chromosome,1466,1466,0,0,1
Contig_105_55.7136,0,1,chromosome,24396,24396,0,0,1
Contig_106_78.9981,1,0,plasmid,3213,0,3213,0,5
Contig_107_48.2974,0,1,chromosome,19246,19246,0,0,1
Contig_108_67.6414,0,1,chromosome,16523,16523,0,0,2
Contig_109_45.2142,0,1,chromosome,1062,1062,0,0,2
Contig_10_50.2953,0,1,chromosome,22983,22983,0,0,1
Contig_110_294.143,1,0,plasmid,8855,0,8855,0,4
Contig_111_76.6221,1,0,plasmid,5301,0,5301,0,3
Contig_112_46.2868,0,1,chromosome,4895,4895,0,0,1
Contig_113_40.945,0,1,chromosome,19630,19630,0,0,1
Contig_114_40.6559,0,1,chromosome,5026,5026,0,0,1
Contig_115_50.5126,0,1,chromosome,78111,78111,0,0,1
Contig_116_54.007,0,1,chromosome,29159,29159,0,0,1
Contig_117_58.3364,1,0,plasmid,453,0,453,0,3
Contig_118_148.695,1,0,plasmid,6154,0,6154,0,4
Contig_119_41.0747,0,1,chromosome,8579,8579,0,0,1
Contig_11_55.8035,0,1,chromosome,3575,3575,0,0,1
Contig_120_43.3239,0,1,chromosome,14203,14202,0,0,1
Contig_121_44.78,0,1,chromosome,29693,29693,0,0,1
Contig_122_745.575,1,1,ambiguous,571,571,571,0,1;3;2;5
Contig_123_60.6572,0,1,chromosome,34117,34117,0,0,1
Contig_124_109.487,1,0,plasmid,760,0,760,0,3
Contig_125_41.713,0,1,chromosome,22374,22374,0,0,1
Contig_126_415.179,1,1,ambiguous,492,492,492,0,1;3;5
Contig_127_96.0368,1,0,plasmid,5183,0,5183,0,5
Contig_128_85.3585,0,1,chromosome,1389,1389,0,0,1
Contig_129_51.9597,0,1,chromosome,4434,4434,0,0,1
Contig_12_48.6826,0,1,chromosome,2399,2399,0,0,1
Contig_130_111.695,0,1,chromosome,383,383,0,0,2
Contig_131_130.339,0,0,unlabeled,8848,0,0,0,
Contig_132_48.7603,0,0,unlabeled,529,0,0,0,
Contig_133_470.613,0,1,chromosome,1571,1571,0,0,1;2
Contig_134_46.3477,0,1,chromosome,16904,16904,0,0,1
Contig_135_188.884,0,1,chromosome,1463,1463,0,0,1
Contig_136_54.3791,0,1,chromosome,6819,6818,0,0,2
Contig_137_59.8164,0,1,chromosome,14519,14519,0,0,1
Contig_138_56.6615,0,1,chromosome,51273,51209,0,0,1
Contig_139_62.5534,0,1,chromosome,23068,23067,0,0,1
Contig_13_40.0601,0,1,chromosome,1053,1053,0,0,1
Contig_140_69.7032,1,0,plasmid,2619,0,2619,0,3
Contig_141_69.7079,1,0,plasmid,2470,0,2470,0,3
Contig_142_217.114,1,0,plasmid,1772,0,1772,0,4
Contig_143_55.0487,0,1,chromosome,28603,28603,0,0,1
Contig_144_21.6887,0,0,unlabeled,551,0,0,0,
Contig_145_50.0853,0,1,chromosome,16837,16837,0,0,1
Contig_146_364.01,1,1,ambiguous,778,778,778,0,1;3
Contig_147_34.2368,1,0,plasmid,777,0,777,0,3
Contig_148_105.428,1,0,plasmid,1659,0,1659,0,3
Contig_149_76.6154,1,0,plasmid,7184,0,7184,0,3
Contig_14_45.051,0,1,chromosome,49831,49831,0,0,1
Contig_150_57.1252,0,1,chromosome,6414,6414,0,0,2
