contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,617828,617828,0,0,1
2,0,1,chromosome,526347,526347,0,0,1
3,0,1,chromosome,376639,376639,0,0,1
4,0,1,chromosome,316640,316640,0,0,1
5,0,1,chromosome,269606,269606,0,0,1
6,0,1,chromosome,215875,215875,0,0,1
7,0,1,chromosome,193581,193581,0,0,1
8,0,1,chromosome,193160,193160,0,0,1
9,0,1,chromosome,184292,184292,0,0,1
10,0,1,chromosome,158661,158661,0,0,1
11,0,1,chromosome,155846,155846,0,0,1
12,0,1,chromosome,128138,128138,0,0,1
13,0,1,chromosome,124960,124960,0,0,1
14,0,1,chromosome,121519,121519,0,0,1
15,0,1,chromosome,120740,120740,0,0,1
16,0,1,chromosome,112347,112347,0,0,1
17,0,1,chromosome,109027,109027,0,0,1
18,1,0,plasmid,101973,0,101973,0,2
19,0,1,chromosome,92563,92563,0,0,1
20,0,1,chromosome,87764,87764,0,0,1
21,0,1,chromosome,87534,87534,0,0,1
22,0,1,chromosome,76507,76507,0,0,1
23,0,1,chromosome,70784,70784,0,0,1
24,0,1,chromosome,69096,69096,0,0,1
25,0,1,chromosome,62267,62267,0,0,1
26,0,1,chromosome,60770,60770,0,0,1
27,0,1,chromosome,40537,40537,0,0,1
28,1,0,plasmid,39053,0,39053,0,2
29,0,1,chromosome,35889,35889,0,0,1
30,0,1,chromosome,32858,32858,0,0,1
31,0,1,chromosome,22555,22555,0,0,1
32,0,1,chromosome,18729,18729,0,0,1
33,0,1,chromosome,10371,10371,0,0,1
34,0,1,chromosome,7958,7958,0,0,1
35,0,1,chromosome,7324,7324,0,0,1
36,0,1,chromosome,6517,6517,0,0,1
37,0,1,chromosome,6316,6316,0,0,1
38,1,0,plasmid,6230,0,6230,0,3
39,1,0,plasmid,5682,0,5682,0,4
40,1,0,plasmid,5569,0,5569,0,5
41,0,1,chromosome,4996,4996,0,0,1
42,0,1,chromosome,3653,3653,0,0,1
43,1,0,plasmid,2590,0,2590,0,6
44,0,1,chromosome,2437,2437,0,0,1
45,0,1,chromosome,1824,1824,0,0,1
46,1,0,plasmid,1551,0,1551,0,7
47,0,1,chromosome,1440,1440,0,0,1
48,1,0,plasmid,1306,0,1306,0,8
49,0,1,chromosome,1289,1289,0,0,1
50,0,1,chromosome,1180,1180,0,0,1
51,0,1,chromosome,1132,1132,0,0,1
52,0,1,chromosome,1132,1132,0,0,1
53,0,1,chromosome,1089,1089,0,0,1
54,0,1,chromosome,1038,1038,0,0,1
55,0,1,chromosome,969,969,0,0,1
56,0,1,chromosome,968,968,0,0,1
57,0,1,chromosome,884,884,0,0,1
58,0,1,chromosome,851,851,0,0,1
59,0,1,chromosome,838,838,0,0,1
60,0,1,chromosome,838,838,0,0,1
61,0,1,chromosome,798,798,0,0,1
62,0,1,chromosome,794,794,0,0,1
63,0,1,chromosome,792,792,0,0,1
64,0,1,chromosome,786,786,0,0,1
65,0,1,chromosome,784,784,0,0,1
66,0,1,chromosome,761,761,0,0,1
67,0,1,chromosome,686,686,0,0,1
68,1,0,plasmid,686,0,686,0,2
69,0,1,chromosome,606,606,0,0,1
70,0,1,chromosome,581,581,0,0,1
71,0,1,chromosome,581,581,0,0,1
72,0,1,chromosome,567,567,0,0,1
73,0,1,chromosome,564,564,0,0,1
74,0,1,chromosome,543,543,0,0,1
75,1,0,plasmid,516,0,516,0,2
76,0,1,chromosome,508,508,0,0,1
77,0,1,chromosome,497,497,0,0,1
78,0,1,chromosome,492,492,0,0,1
79,0,1,chromosome,488,488,0,0,1
80,0,1,chromosome,481,481,0,0,1
81,0,1,chromosome,457,457,0,0,1
82,0,1,chromosome,451,451,0,0,1
83,0,1,chromosome,451,451,0,0,1
84,0,1,chromosome,447,447,0,0,1
85,0,1,chromosome,446,446,0,0,1
86,0,1,chromosome,431,431,0,0,1
87,0,1,chromosome,431,431,0,0,1
88,0,1,chromosome,390,390,0,0,1
89,0,1,chromosome,375,375,0,0,1
90,0,1,chromosome,369,369,0,0,1
91,0,1,chromosome,366,366,0,0,1
92,0,1,chromosome,303,303,0,0,1
93,0,1,chromosome,303,303,0,0,1
94,0,1,chromosome,302,302,0,0,1
95,0,1,chromosome,290,290,0,0,1
96,1,0,plasmid,290,0,290,0,2
97,0,1,chromosome,283,283,0,0,1
98,0,1,chromosome,267,267,0,0,1
99,0,1,chromosome,267,267,0,0,1
100,0,1,chromosome,258,258,0,0,1
101,0,1,chromosome,249,249,0,0,1
102,0,1,chromosome,247,247,0,0,1
103,0,1,chromosome,246,246,0,0,1
104,0,1,chromosome,239,239,0,0,1
105,0,1,chromosome,239,239,0,0,1
106,0,1,chromosome,238,238,0,0,1
107,0,1,chromosome,232,232,0,0,1
108,0,1,chromosome,229,229,0,0,1
109,0,1,chromosome,229,229,0,0,1
110,0,1,chromosome,221,221,0,0,1
111,0,1,chromosome,221,221,0,0,1
112,0,1,chromosome,219,219,0,0,1
113,0,1,chromosome,212,212,0,0,1
114,0,1,chromosome,212,212,0,0,1
115,0,1,chromosome,211,211,0,0,1
116,0,1,chromosome,211,211,0,0,1
117,0,1,chromosome,208,208,0,0,1
118,0,1,chromosome,206,206,0,0,1
119,0,1,chromosome,203,203,0,0,1
120,0,1,chromosome,200,200,0,0,1
121,0,1,chromosome,198,198,0,0,1
122,0,1,chromosome,194,194,0,0,1
123,0,1,chromosome,191,191,0,0,1
124,0,1,chromosome,189,189,0,0,1
