contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,321785,321785,0,0,2
2,0,1,chromosome,295591,295591,0,0,1
3,0,1,chromosome,179692,179692,0,0,2
4,0,1,chromosome,175468,175468,0,0,1
5,0,1,chromosome,173191,173191,0,0,2
6,0,1,chromosome,170365,170365,0,0,2
7,0,1,chromosome,168154,168154,0,0,2
8,0,1,chromosome,157584,157584,0,0,1
9,0,1,chromosome,157384,157384,0,0,1
10,0,1,chromosome,141613,141613,0,0,1
11,0,1,chromosome,141204,141204,0,0,1
12,0,1,chromosome,132657,132657,0,0,1
13,0,1,chromosome,118430,118430,0,0,1
14,0,1,chromosome,115699,115699,0,0,3
15,0,1,chromosome,114170,114170,0,0,1
16,0,1,chromosome,109995,109995,0,0,2
17,0,1,chromosome,107027,107027,0,0,2
18,0,1,chromosome,104540,104540,0,0,2
19,0,1,chromosome,104219,104219,0,0,3
20,0,1,chromosome,103184,103184,0,0,1
21,0,1,chromosome,101435,101435,0,0,1
22,0,1,chromosome,100513,100513,0,0,3
23,0,1,chromosome,93903,93903,0,0,2
24,0,1,chromosome,93252,93252,0,0,2
25,0,1,chromosome,90874,90874,0,0,2
26,0,1,chromosome,87577,87577,0,0,3
27,0,1,chromosome,87492,87492,0,0,1
28,0,1,chromosome,87149,87149,0,0,1
29,0,1,chromosome,84876,84876,0,0,2
30,0,1,chromosome,84354,84354,0,0,2
31,0,1,chromosome,81157,81157,0,0,1
32,0,1,chromosome,80760,80760,0,0,1
33,0,1,chromosome,80713,80713,0,0,1
34,0,1,chromosome,78624,78624,0,0,1
35,0,1,chromosome,74868,74868,0,0,2
36,0,1,chromosome,73002,73002,0,0,1
37,0,1,chromosome,70059,70059,0,0,3
38,0,1,chromosome,69365,69365,0,0,2
39,0,1,chromosome,67064,67064,0,0,1
40,0,1,chromosome,66181,66181,0,0,1
41,0,1,chromosome,62798,62798,0,0,3
42,0,1,chromosome,62479,62479,0,0,1
43,0,1,chromosome,62002,62002,0,0,1
44,0,1,chromosome,61278,61278,0,0,2
45,0,1,chromosome,59901,59901,0,0,3
46,0,1,chromosome,59899,59899,0,0,1
47,0,1,chromosome,57376,57376,0,0,3
48,0,1,chromosome,56054,56054,0,0,2
49,0,1,chromosome,55400,55400,0,0,2
50,0,1,chromosome,54271,54271,0,0,2
51,0,1,chromosome,52073,52073,0,0,2
52,0,1,chromosome,51150,51150,0,0,1
53,0,1,chromosome,50855,50855,0,0,2
54,0,1,chromosome,49884,49884,0,0,3
55,0,1,chromosome,49819,49819,0,0,2
56,0,1,chromosome,49209,49209,0,0,1
57,0,1,chromosome,49039,49039,0,0,2
58,0,1,chromosome,48582,48582,0,0,1
59,0,1,chromosome,47679,47679,0,0,1
60,0,1,chromosome,44535,44535,0,0,1
61,0,1,chromosome,42851,42851,0,0,1
62,0,1,chromosome,42803,42803,0,0,1
63,0,1,chromosome,42174,42174,0,0,2
64,0,1,chromosome,41728,41724,0,0,3
65,0,1,chromosome,39996,39996,0,0,1
66,0,1,chromosome,39387,39387,0,0,2
67,0,1,chromosome,36263,36263,0,0,3
68,0,1,chromosome,35868,35868,0,0,1
69,0,1,chromosome,34383,34383,0,0,3
70,0,1,chromosome,32735,32735,0,0,1
71,0,1,chromosome,32367,32367,0,0,1
72,0,1,chromosome,30695,30695,0,0,1
73,0,1,chromosome,29487,29487,0,0,1
74,0,1,chromosome,28610,28610,0,0,3
75,1,1,ambiguous,27757,27757,27757,0,4;2
76,0,1,chromosome,26676,26676,0,0,1
77,0,1,chromosome,25990,25990,0,0,2
78,0,1,chromosome,24001,24001,0,0,2
79,0,1,chromosome,23157,23157,0,0,1
80,0,1,chromosome,21208,21208,0,0,1
81,0,1,chromosome,20905,20905,0,0,1
82,0,1,chromosome,20808,20808,0,0,1
83,0,1,chromosome,20750,20750,0,0,1
84,0,1,chromosome,20070,20070,0,0,1
85,0,1,chromosome,18405,18405,0,0,2
86,0,1,chromosome,17622,17622,0,0,3
87,0,1,chromosome,16901,16901,0,0,1
88,0,1,chromosome,16320,16320,0,0,1
89,0,1,chromosome,15714,15714,0,0,3
90,0,1,chromosome,15637,15637,0,0,1
91,0,1,chromosome,15372,15372,0,0,1
92,0,1,chromosome,14687,14687,0,0,1
93,0,1,chromosome,14598,14598,0,0,1
94,0,1,chromosome,13794,13794,0,0,1
95,0,1,chromosome,13295,13295,0,0,2
96,0,1,chromosome,12221,12221,0,0,1
97,0,1,chromosome,12192,12192,0,0,3
98,0,1,chromosome,12167,12167,0,0,1
99,0,1,chromosome,11615,11615,0,0,1
100,0,1,chromosome,11271,11271,0,0,1
101,0,1,chromosome,10780,10780,0,0,1
102,0,1,chromosome,10553,10553,0,0,2
103,0,1,chromosome,10187,10187,0,0,1
104,0,1,chromosome,9763,9762,0,0,1
105,0,1,chromosome,9747,9747,0,0,1
106,0,1,chromosome,9089,9089,0,0,2
107,0,1,chromosome,8199,8199,0,0,1
108,0,1,chromosome,8035,8035,0,0,1
109,0,1,chromosome,7995,7995,0,0,1
110,0,1,chromosome,7591,7591,0,0,3
111,0,1,chromosome,7311,7311,0,0,2
112,0,1,chromosome,7310,7310,0,0,2
113,0,1,chromosome,6488,6488,0,0,2
114,1,0,plasmid,6099,0,6099,0,5
115,0,1,chromosome,5862,5862,0,0,2
116,0,1,chromosome,5741,5741,0,0,2
117,0,1,chromosome,5395,5395,0,0,2
118,0,1,chromosome,5385,5385,0,0,1
119,0,1,chromosome,5015,5015,0,0,1;2
120,0,1,chromosome,4835,4835,0,0,1
121,0,1,chromosome,4817,4817,0,0,1
122,0,1,chromosome,4615,4615,0,0,1
123,0,1,chromosome,4300,4300,0,0,1
124,0,1,chromosome,4295,4295,0,0,1
125,0,1,chromosome,4278,4278,0,0,1
126,0,1,chromosome,4228,4228,0,0,1
127,0,1,chromosome,4014,4014,0,0,1
128,0,0,unlabeled,3453,3394,0,3386,6;3
129,0,1,chromosome,3399,3399,0,0,3
130,0,1,chromosome,3322,3322,0,0,1
131,0,1,chromosome,3298,3298,0,0,2
132,0,1,chromosome,3096,3096,0,0,1
133,0,1,chromosome,3065,3065,0,0,1
134,0,1,chromosome,2946,2946,0,0,1
135,0,1,chromosome,2639,2639,0,0,1
136,0,1,chromosome,2632,2632,0,0,1
137,0,1,chromosome,2486,2486,0,0,2
138,0,1,chromosome,2361,2361,0,0,1;2
139,0,1,chromosome,2340,2340,0,0,1
140,0,1,chromosome,2212,2212,0,0,1;3
141,0,1,chromosome,1810,1810,0,0,1
142,0,1,chromosome,1720,1720,0,0,1
143,0,1,chromosome,1643,1643,0,0,1
144,0,1,chromosome,1617,1617,0,0,1
