contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,1077508,1077508,0,0,1
2,0,1,chromosome,548687,548687,0,0,1
3,0,1,chromosome,469225,469225,0,0,1
4,0,1,chromosome,416966,416966,0,0,1
5,0,1,chromosome,280843,280843,0,0,1
6,0,1,chromosome,272220,272220,0,0,1
7,0,1,chromosome,249336,249336,0,0,1
8,0,1,chromosome,223858,223858,0,0,1
9,0,1,chromosome,213437,213437,0,0,1
10,0,1,chromosome,151519,151519,0,0,1
11,0,1,chromosome,148562,148562,0,0,1
12,0,1,chromosome,142395,142395,0,0,1
13,1,0,plasmid,96722,0,96722,0,2
14,0,1,chromosome,92403,92403,0,0,1
15,0,1,chromosome,71106,71106,0,0,1
16,0,1,chromosome,42448,42448,0,0,1
17,0,1,chromosome,29926,29926,0,0,1
18,0,1,chromosome,28603,28603,0,0,1
19,0,1,chromosome,26080,26080,0,0,1
20,0,1,chromosome,25530,25530,0,0,1
21,0,1,chromosome,7767,7767,0,0,1
22,0,1,chromosome,4132,4132,0,0,1
23,1,0,plasmid,3318,0,3318,0,2
24,0,1,chromosome,2393,2393,0,0,1
25,0,1,chromosome,1462,1462,0,0,1
26,0,1,chromosome,1271,1271,0,0,1
27,0,1,chromosome,1228,1228,0,0,1
28,0,1,chromosome,907,907,0,0,1
29,0,1,chromosome,726,726,0,0,1
30,0,1,chromosome,671,671,0,0,1
31,0,1,chromosome,550,550,0,0,1
32,0,1,chromosome,494,494,0,0,1
33,0,1,chromosome,418,418,0,0,1
34,0,1,chromosome,304,304,0,0,1
35,0,1,chromosome,294,294,0,0,1
36,0,1,chromosome,292,292,0,0,1
37,0,1,chromosome,288,288,0,0,1
38,0,1,chromosome,273,273,0,0,1
39,0,1,chromosome,257,257,0,0,1
40,0,1,chromosome,244,244,0,0,1
41,0,1,chromosome,233,233,0,0,1
42,0,1,chromosome,224,224,0,0,1
43,0,1,chromosome,212,212,0,0,1
44,0,1,chromosome,188,188,0,0,1
45,0,1,chromosome,184,184,0,0,1
46,0,1,chromosome,180,180,0,0,1
47,0,1,chromosome,177,177,0,0,1
48,0,1,chromosome,174,174,0,0,1
49,0,1,chromosome,152,152,0,0,1
50,0,1,chromosome,146,146,0,0,1
51,0,1,chromosome,144,144,0,0,1
52,0,1,chromosome,136,136,0,0,1
53,0,1,chromosome,118,118,0,0,1
54,0,1,chromosome,109,109,0,0,1
55,0,1,chromosome,99,99,0,0,1
56,0,1,chromosome,94,94,0,0,1
57,0,1,chromosome,94,94,0,0,1
58,0,1,chromosome,92,92,0,0,1
59,1,0,plasmid,91,0,91,0,2
60,0,1,chromosome,87,87,0,0,1
61,0,1,chromosome,82,82,0,0,1
62,0,1,chromosome,81,81,0,0,1
63,0,1,chromosome,73,73,0,0,1
64,0,1,chromosome,66,66,0,0,1
65,0,1,chromosome,66,66,0,0,1
66,0,1,chromosome,66,66,0,0,1
67,0,1,chromosome,62,62,0,0,1
68,0,1,chromosome,62,62,0,0,1
69,0,1,chromosome,61,61,0,0,1
70,0,1,chromosome,58,58,0,0,1
71,0,1,chromosome,54,54,0,0,1
72,0,1,chromosome,54,54,0,0,1
73,0,0,unlabeled,50,0,0,0,
74,0,0,unlabeled,50,0,0,0,
75,0,0,unlabeled,45,0,0,0,
76,0,0,unlabeled,42,0,0,0,
77,0,0,unlabeled,34,0,0,0,
78,0,0,unlabeled,32,0,0,0,
79,0,0,unlabeled,31,0,0,0,
80,0,0,unlabeled,31,0,0,0,
81,0,0,unlabeled,30,0,0,0,
82,0,0,unlabeled,25,0,0,0,
83,0,0,unlabeled,24,0,0,0,
84,0,0,unlabeled,24,0,0,0,
85,0,0,unlabeled,21,0,0,0,
86,0,0,unlabeled,21,0,0,0,
87,0,0,unlabeled,19,0,0,0,
88,0,0,unlabeled,19,0,0,0,
89,0,0,unlabeled,18,0,0,0,
90,0,0,unlabeled,16,0,0,0,
91,0,0,unlabeled,12,0,0,0,
92,0,0,unlabeled,12,0,0,0,
93,0,0,unlabeled,11,0,0,0,
94,0,0,unlabeled,10,0,0,0,
95,0,0,unlabeled,10,0,0,0,
96,0,0,unlabeled,3,0,0,0,
97,0,0,unlabeled,3,0,0,0,
98,0,0,unlabeled,1,0,0,0,
99,0,0,unlabeled,1,0,0,0,
100,0,0,unlabeled,1,0,0,0,
101,0,0,unlabeled,1,0,0,0,
102,0,0,unlabeled,1,0,0,0,
103,0,0,unlabeled,1,0,0,0,
104,0,0,unlabeled,1,0,0,0,
105,0,0,unlabeled,1,0,0,0,
106,0,0,unlabeled,1,0,0,0,
107,0,0,unlabeled,1,0,0,0,
108,0,0,unlabeled,1,0,0,0,
109,0,0,unlabeled,1,0,0,0,
110,0,0,unlabeled,1,0,0,0,
111,0,0,unlabeled,1,0,0,0,
112,0,0,unlabeled,1,0,0,0,
113,0,0,unlabeled,1,0,0,0,
114,0,0,unlabeled,1,0,0,0,
115,0,0,unlabeled,1,0,0,0,
