contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,731566,731566,0,0,1
2,0,1,chromosome,539534,539534,0,0,1
3,0,1,chromosome,519044,519044,0,0,1
4,0,1,chromosome,438402,438402,0,0,1
5,0,1,chromosome,427431,427431,0,0,1
6,0,1,chromosome,379192,379192,0,0,2
7,0,1,chromosome,366594,366594,0,0,1
8,0,1,chromosome,349451,349451,0,0,1
9,0,1,chromosome,302025,302025,0,0,1
10,0,1,chromosome,257631,257631,0,0,2
11,0,0,unlabeled,239795,0,0,239795,3
12,0,0,unlabeled,222611,0,0,222611,4
13,0,1,chromosome,98307,98307,0,0,1
14,0,1,chromosome,92645,92645,0,0,1
15,0,1,chromosome,59317,59317,0,0,1
16,1,0,plasmid,42567,0,42567,0,5
17,0,0,unlabeled,42441,0,0,42441,6
18,0,1,chromosome,34421,34421,0,0,1
19,1,0,plasmid,26946,0,26946,0,5
20,1,0,plasmid,13452,0,13452,0,5
21,1,0,plasmid,13434,0,13434,0,5
22,1,0,plasmid,11895,0,11895,0,5
23,1,0,plasmid,7240,0,7240,0,5
24,0,1,chromosome,4631,4631,0,0,1
25,1,0,plasmid,2811,0,2811,0,5
26,1,1,ambiguous,2489,2489,2489,0,2;5
27,0,0,unlabeled,1685,0,0,1685,7
28,0,1,chromosome,1446,1446,0,0,1
29,0,0,unlabeled,1381,0,0,1381,8
30,0,1,chromosome,1333,1333,0,0,1
31,1,0,plasmid,924,0,924,0,5
32,0,0,unlabeled,810,0,0,810,9
33,1,0,plasmid,736,0,736,0,5
34,1,0,plasmid,718,0,718,0,5
35,1,0,plasmid,697,0,697,0,5
36,0,1,chromosome,660,660,0,0,1
37,0,0,unlabeled,568,0,0,568,10
38,0,1,chromosome,527,527,0,0,1
39,0,1,chromosome,486,486,0,0,1
40,0,1,chromosome,457,457,0,0,1
41,0,1,chromosome,425,425,0,0,1
42,0,1,chromosome,421,421,0,0,1
43,1,0,plasmid,382,0,382,0,5
44,1,0,plasmid,373,0,373,0,5
