contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,155857,155857,0,0,1
2,0,1,chromosome,155455,155455,0,0,1
3,0,1,chromosome,142075,142075,0,0,1
4,0,1,chromosome,129824,129824,0,0,1
5,0,1,chromosome,129686,129686,0,0,1
6,0,1,chromosome,124155,124155,0,0,1
7,0,1,chromosome,117682,117682,0,0,1
8,0,1,chromosome,108563,108563,0,0,1
9,0,1,chromosome,107298,107298,0,0,1
10,0,1,chromosome,102755,102755,0,0,1
11,0,1,chromosome,82540,82540,0,0,1
12,0,1,chromosome,79641,79641,0,0,1
13,0,1,chromosome,77420,77420,0,0,1
14,0,1,chromosome,72677,72677,0,0,1
15,0,1,chromosome,68894,68894,0,0,1
16,0,1,chromosome,68644,68644,0,0,1
17,0,1,chromosome,61725,61725,0,0,1
18,0,1,chromosome,54531,54531,0,0,1
19,0,1,chromosome,50624,50624,0,0,1
20,0,1,chromosome,49064,49064,0,0,1
21,0,1,chromosome,47857,47857,0,0,1
22,0,1,chromosome,44747,44747,0,0,1
23,0,1,chromosome,41085,41085,0,0,1
24,0,1,chromosome,40408,40408,0,0,1
25,0,1,chromosome,38942,38942,0,0,1
26,0,1,chromosome,37255,37255,0,0,1
27,0,1,chromosome,33082,33082,0,0,1
28,0,1,chromosome,32464,32464,0,0,1
29,0,1,chromosome,32094,32094,0,0,1
30,0,1,chromosome,29484,29484,0,0,1
31,0,1,chromosome,29341,29341,0,0,1
32,0,1,chromosome,29156,29156,0,0,1
33,0,1,chromosome,26741,26741,0,0,1
34,0,1,chromosome,25972,25972,0,0,1
35,0,1,chromosome,24205,24205,0,0,1
36,0,1,chromosome,22216,22216,0,0,1
37,0,1,chromosome,21083,21083,0,0,1
38,0,1,chromosome,19379,19379,0,0,1
39,0,1,chromosome,18705,18705,0,0,1
40,0,1,chromosome,18650,18650,0,0,1
41,0,1,chromosome,17452,17452,0,0,1
42,0,1,chromosome,17239,17239,0,0,1
43,0,1,chromosome,16647,16647,0,0,1
44,0,1,chromosome,15250,15250,0,0,1
45,0,1,chromosome,15181,15181,0,0,1
46,0,1,chromosome,15052,15052,0,0,1
47,0,1,chromosome,14550,14550,0,0,1
48,0,1,chromosome,13945,13945,0,0,1
49,0,1,chromosome,13164,13164,0,0,1
50,0,1,chromosome,12792,12792,0,0,1
51,0,1,chromosome,11174,11174,0,0,1
52,0,1,chromosome,11015,11015,0,0,1
53,0,1,chromosome,9440,9440,0,0,1
54,0,1,chromosome,9400,9400,0,0,1
55,0,1,chromosome,8818,8818,0,0,1
56,0,1,chromosome,8273,8273,0,0,1
57,0,1,chromosome,7675,7675,0,0,1
58,0,1,chromosome,7019,7019,0,0,1
59,0,1,chromosome,6938,6938,0,0,1
60,0,1,chromosome,6600,6600,0,0,1
61,0,1,chromosome,6411,6411,0,0,1
62,0,1,chromosome,6301,6301,0,0,1
63,0,1,chromosome,6289,6289,0,0,1
64,0,1,chromosome,3869,3869,0,0,1
65,0,1,chromosome,3742,3742,0,0,1
66,0,1,chromosome,3597,3597,0,0,1
67,0,1,chromosome,3419,3419,0,0,1
68,0,1,chromosome,3152,3152,0,0,1
69,0,1,chromosome,3134,3134,0,0,1
70,0,1,chromosome,3073,3073,0,0,1
71,0,1,chromosome,2966,2966,0,0,1
72,0,1,chromosome,2481,2481,0,0,1
73,0,1,chromosome,2441,2441,0,0,1
74,0,1,chromosome,2418,2418,0,0,1
75,0,1,chromosome,1734,1734,0,0,1
76,0,1,chromosome,1734,1734,0,0,1
77,0,1,chromosome,1597,1597,0,0,1
78,0,1,chromosome,1449,1449,0,0,1
79,0,1,chromosome,1316,1316,0,0,1
80,0,1,chromosome,1203,1203,0,0,1
81,0,1,chromosome,1058,1058,0,0,1
82,0,1,chromosome,935,935,0,0,1
83,0,1,chromosome,900,900,0,0,1
84,0,1,chromosome,889,889,0,0,1
85,0,1,chromosome,883,883,0,0,1
