contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,385936,385936,0,0,1
2,0,1,chromosome,277785,277785,0,0,1
3,0,1,chromosome,250149,250149,0,0,1
4,0,1,chromosome,240542,240542,0,0,1
5,0,1,chromosome,239427,239427,0,0,1
6,0,1,chromosome,221092,221092,0,0,1
7,0,1,chromosome,197133,197133,0,0,1
8,0,1,chromosome,181761,181761,0,0,1
9,0,1,chromosome,180260,180260,0,0,1
10,0,1,chromosome,172818,172818,0,0,1
11,0,1,chromosome,168064,168064,0,0,1
12,0,1,chromosome,144325,144325,0,0,1
13,0,1,chromosome,134805,134805,0,0,1
14,0,1,chromosome,116481,116481,0,0,1
15,0,1,chromosome,105290,105290,0,0,1
16,0,1,chromosome,105031,105031,0,0,1
17,0,1,chromosome,98989,98989,0,0,1
18,0,1,chromosome,97458,97458,0,0,1
19,0,1,chromosome,96402,96402,0,0,1
20,0,1,chromosome,95898,95898,0,0,1
21,0,1,chromosome,91415,91415,0,0,1
22,0,1,chromosome,89862,89862,0,0,1
23,0,1,chromosome,88931,88931,0,0,1
24,0,1,chromosome,87137,87137,0,0,1
25,0,1,chromosome,86319,86319,0,0,1
26,0,1,chromosome,74697,74697,0,0,1
27,0,1,chromosome,71197,71197,0,0,1
28,0,1,chromosome,69341,69341,0,0,1
29,1,0,plasmid,68609,0,68609,0,2
30,0,1,chromosome,65586,65586,0,0,1
31,0,1,chromosome,65359,65359,0,0,1
32,0,1,chromosome,61752,61752,0,0,1
33,0,1,chromosome,58282,58282,0,0,1
34,0,1,chromosome,57101,57101,0,0,1
35,0,1,chromosome,54803,54803,0,0,1
36,0,1,chromosome,53599,53599,0,0,1
37,0,1,chromosome,44668,44668,0,0,1
38,0,1,chromosome,43394,43394,0,0,1
39,0,1,chromosome,40209,40209,0,0,1
40,0,1,chromosome,35182,35182,0,0,1
41,0,1,chromosome,34069,34069,0,0,1
42,0,1,chromosome,32363,32363,0,0,1
43,0,1,chromosome,29735,29735,0,0,1
44,0,1,chromosome,27463,27463,0,0,1
45,0,1,chromosome,26067,26067,0,0,1
46,0,1,chromosome,26033,26033,0,0,1
47,0,1,chromosome,24595,24595,0,0,1
48,1,0,plasmid,23758,0,23758,0,2
49,0,1,chromosome,23166,23166,0,0,1
50,0,1,chromosome,21869,21869,0,0,1
51,0,1,chromosome,20791,20791,0,0,1
52,1,0,plasmid,18245,0,18245,0,2
53,0,1,chromosome,17024,17024,0,0,1
54,0,1,chromosome,14594,14594,0,0,1
55,0,1,chromosome,14324,14324,0,0,1
56,0,1,chromosome,12248,12248,0,0,1
57,0,1,chromosome,10432,10432,0,0,1
58,0,1,chromosome,7680,7680,0,0,1
