contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
Contig_100_32.7561,0,0,unlabeled,3337,0,3337,3054,6;2
Contig_101_41.8247,0,1,chromosome,100867,100867,0,0,1
Contig_102_42.7618,0,1,chromosome,99441,99441,0,0,1
Contig_103_42.1703,0,1,chromosome,86553,86553,0,0,1
Contig_10_57.6883,0,1,chromosome,422,422,0,0,1
Contig_11_25.4548,0,1,chromosome,1016,1016,0,0,1
Contig_12_96.5966,0,0,unlabeled,651,0,0,651,15
Contig_13_41.82,0,1,chromosome,105138,105138,0,0,1
Contig_14_365.68,0,1,chromosome,515,515,0,0,1
Contig_15_26.5972,0,1,chromosome,237910,237910,0,0,1
Contig_16_25.2579,0,1,chromosome,28735,28735,0,0,1
Contig_17_76.0907,1,0,plasmid,1547,0,1547,0,4;2
Contig_18_114.427,1,0,plasmid,1263,0,1263,0,2
Contig_19_45.2359,0,1,chromosome,16873,16873,0,0,1
Contig_1_3.7541,0,0,unlabeled,691,0,0,0,
Contig_20_3.81679,0,0,unlabeled,544,0,0,0,
Contig_21_43.2521,0,1,chromosome,45699,45699,0,0,1
Contig_22_46.4384,1,0,plasmid,3041,0,3041,0,2
Contig_23_117.07,1,0,plasmid,3872,0,3872,0,4
Contig_24_3.05777,0,0,unlabeled,522,0,0,0,
Contig_25_37.1892,0,1,chromosome,54279,54279,0,0,1
Contig_26_71.9564,0,0,unlabeled,12142,0,0,0,
Contig_27_28.8187,0,1,chromosome,118947,118947,0,0,1
Contig_28_7.66449,0,0,unlabeled,1707,0,0,0,
Contig_29_37.1089,0,1,chromosome,226080,226080,0,0,1
Contig_2_35.5556,0,0,unlabeled,928,0,927,927,8;2
Contig_30_39.3715,0,1,chromosome,48266,48266,0,0,1
Contig_31_53.4406,1,0,plasmid,42690,0,42690,0,3
Contig_32_52.3254,1,0,plasmid,2435,0,2435,0,2
Contig_33_76.6442,1,0,plasmid,4265,0,4265,0,4
Contig_34_45.6978,0,1,chromosome,26617,26617,0,0,1
Contig_35_27.1356,0,1,chromosome,38167,38167,0,0,1
Contig_36_27.5949,0,1,chromosome,53340,53340,0,0,1
Contig_37_30.8703,0,1,chromosome,44465,44465,0,0,1
Contig_38_73.0789,0,0,unlabeled,1302,0,0,0,
Contig_39_39.8987,0,1,chromosome,418388,418388,0,0,1
Contig_3_48.1877,0,1,chromosome,4465,4465,0,0,1
Contig_40_41.7276,0,1,chromosome,167477,167477,0,0,1
Contig_41_64.9616,1,0,plasmid,7548,0,7548,0,4
Contig_42_41.4648,0,1,chromosome,14678,14678,0,0,1
Contig_43_118.564,1,0,plasmid,4281,0,4281,0,4
Contig_44_29.8456,0,1,chromosome,10377,10377,0,0,1
Contig_45_40.2674,0,1,chromosome,180899,180899,0,0,1
Contig_46_38.3377,0,1,chromosome,173348,173348,0,0,1
