contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,0,unlabeled,411123,0,0,411123,1
2,0,0,unlabeled,387046,0,0,387046,3
3,0,0,unlabeled,347554,0,0,347215,4
4,0,1,chromosome,216678,216678,0,0,8
5,0,1,chromosome,190443,190443,0,0,5
6,0,0,unlabeled,173262,0,0,173262,2
7,0,1,chromosome,171370,171370,0,0,7
8,0,1,chromosome,139461,139461,0,0,5
9,0,0,unlabeled,138051,0,0,138051,2
10,0,0,unlabeled,137143,0,0,137143,14
11,0,0,unlabeled,111580,0,0,111580,9
12,0,1,chromosome,110616,110616,0,0,16
13,0,0,unlabeled,109796,0,0,109796,2
14,0,1,chromosome,104811,104811,0,0,7
15,0,0,unlabeled,103728,0,0,103728,6
16,0,0,unlabeled,94532,0,0,94532,11
17,0,0,unlabeled,93620,0,0,93620,12
18,0,0,unlabeled,89811,0,0,89811,6
19,0,0,unlabeled,81851,0,0,81851,15
20,0,0,unlabeled,79599,0,0,79599,18
21,0,0,unlabeled,77974,0,0,77974,19
22,0,0,unlabeled,74555,0,0,74555,1
23,1,0,plasmid,72322,0,70461,1083,59;20
24,0,0,unlabeled,71070,0,0,71070,6
25,0,0,unlabeled,66866,0,0,66866,21
26,0,0,unlabeled,64283,0,0,64283,10
27,0,0,unlabeled,58106,0,0,58106,10
28,0,0,unlabeled,55578,0,0,55578,17
29,0,0,unlabeled,55058,0,0,55058,12
30,0,0,unlabeled,52389,0,0,52389,9
31,0,0,unlabeled,47874,0,0,47874,23
32,0,0,unlabeled,45616,0,0,45616,11
33,1,0,plasmid,43159,0,43159,0,24
34,1,0,plasmid,39288,0,39288,0,26
35,0,0,unlabeled,39233,0,0,39233,22
36,0,0,unlabeled,37883,0,0,37883,27
37,0,0,unlabeled,35161,0,0,35161,17
38,0,0,unlabeled,34923,0,0,34923,1
39,0,0,unlabeled,32359,0,0,32359,15
40,0,0,unlabeled,32148,0,0,32148,28
41,0,0,unlabeled,31951,0,0,31951,29
42,0,0,unlabeled,29598,0,0,29598,9
43,0,0,unlabeled,28854,0,0,28854,11
44,0,0,unlabeled,28484,0,0,28484,25
45,0,0,unlabeled,26084,0,0,26084,10
46,0,0,unlabeled,23134,0,0,22987,22
47,0,0,unlabeled,22930,0,0,22930,30
48,0,0,unlabeled,22551,0,0,22551,10
49,0,0,unlabeled,20023,0,0,20023,31
50,1,0,plasmid,17270,0,17270,0,32
51,1,0,plasmid,17093,0,17093,0,33
52,1,0,plasmid,15067,0,15067,0,13
53,0,0,unlabeled,14965,0,0,14965,34
54,1,0,plasmid,13978,0,13978,0,35
55,1,0,plasmid,13287,0,13287,0,36
56,0,0,unlabeled,12957,0,0,12957,25
57,1,0,plasmid,11565,0,11565,0,37
58,0,0,unlabeled,10962,0,0,10962,38
