contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
Contig_100_61.6103,0,1,chromosome,34729,34729,0,0,1
Contig_101_59.7264,0,1,chromosome,40849,40849,0,0,1
Contig_102_54.2702,0,1,chromosome,15420,15420,0,0,1
Contig_103_118.479,1,0,plasmid,4880,0,4880,0,2
Contig_104_60.0342,0,1,chromosome,157381,157381,0,0,1
Contig_105_80.2027,0,1,chromosome,56718,56718,0,0,1
Contig_106_66.349,1,0,plasmid,51081,0,51081,0,2
Contig_107_51.2327,0,1,chromosome,8729,8729,0,0,1
Contig_108_4571.76,1,0,plasmid,6225,0,6225,0,4;2
Contig_109_100.57,1,0,plasmid,5202,0,5202,0,2
Contig_10_53.1438,0,1,chromosome,184743,184743,0,0,1
Contig_110_164.231,1,1,ambiguous,5134,5134,5134,0,1;3
Contig_111_496.906,0,1,chromosome,607,607,0,0,1
Contig_112_76.7015,0,1,chromosome,17850,17850,0,0,1
Contig_113_89.2976,1,0,plasmid,57904,0,57904,0,3
Contig_114_61.9403,0,1,chromosome,29172,29172,0,0,1
Contig_115_55.9192,0,1,chromosome,91153,91153,0,0,1
Contig_116_64.3996,0,1,chromosome,68950,68948,0,0,1
Contig_117_69.206,0,1,chromosome,2137,2137,0,0,1
Contig_118_53.9393,0,1,chromosome,60210,60210,0,0,1
Contig_119_57.5316,0,1,chromosome,183630,183630,0,0,1
Contig_11_65.1691,0,1,chromosome,37458,37458,0,0,1
Contig_120_63.2833,0,1,chromosome,4129,4129,0,0,1
Contig_121_87.2208,1,0,plasmid,12699,0,12699,0,3
Contig_12_84.2675,1,0,plasmid,345,0,345,0,2
Contig_13_55.4018,0,1,chromosome,256862,256862,0,0,1
Contig_14_54.2634,0,1,chromosome,13833,13833,0,0,1
Contig_15_55.7703,0,1,chromosome,35254,35254,0,0,1
Contig_16_1823.1,0,0,unlabeled,768,0,0,0,
Contig_17_97.7087,1,0,plasmid,2283,0,2283,0,3
Contig_18_435.739,0,1,chromosome,1112,1112,0,0,1
Contig_19_222.368,1,0,plasmid,1745,0,1745,0,2
