contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
Contig_100_52.4711,0,1,chromosome,41272,41272,0,0,1
Contig_101_208,1,0,plasmid,455,0,455,0,4;3
Contig_102_56.9523,0,1,chromosome,9755,9755,0,0,1
Contig_103_121.695,1,0,plasmid,12241,0,12241,0,3
Contig_104_140.168,1,0,plasmid,5890,0,5890,0,4
Contig_105_336.626,0,1,chromosome,479,479,0,0,1
Contig_106_55.0351,0,1,chromosome,14820,14820,0,0,1
Contig_107_73.4229,1,0,plasmid,7488,0,7488,0,2
Contig_108_51.1229,0,1,chromosome,4629,4629,0,0,1
Contig_109_100.372,1,0,plasmid,17958,0,17958,0,2
Contig_10_85.2022,1,0,plasmid,6583,0,6583,0,2
Contig_110_58.1311,0,1,chromosome,18523,18523,0,0,1
Contig_111_124.359,1,0,plasmid,927,0,927,0,2
Contig_112_143.15,1,0,plasmid,926,0,926,0,4
Contig_113_55.6834,0,1,chromosome,34758,34758,0,0,1
Contig_114_398.608,1,1,ambiguous,590,590,590,0,1;4;3;2
Contig_115_56.1882,0,1,chromosome,50047,50047,0,0,1
Contig_116_125.605,1,1,ambiguous,909,909,909,0,1;2
Contig_117_119.536,1,1,ambiguous,1055,1055,1055,0,1;2
Contig_118_58.7256,0,1,chromosome,7157,7157,0,0,1
Contig_119_55.2982,0,1,chromosome,31228,31228,0,0,1
Contig_11_54.5424,0,1,chromosome,15279,15279,0,0,1
Contig_120_138.506,1,0,plasmid,1019,0,1019,0,2
Contig_121_58.0717,0,1,chromosome,11967,11967,0,0,1
Contig_122_219.216,1,0,plasmid,696,0,696,0,4;3
Contig_123_191.344,1,0,plasmid,612,0,612,0,3
Contig_124_205.132,1,0,plasmid,612,0,612,0,4
Contig_125_206.683,1,0,plasmid,896,0,896,0,4;3
Contig_126_208.431,1,0,plasmid,1082,0,1082,0,4;2
Contig_127_56.5748,0,1,chromosome,11029,11029,0,0,1
Contig_128_55.499,0,1,chromosome,84741,84741,0,0,1
Contig_129_114.752,0,1,chromosome,541,541,0,0,1
Contig_12_54.7432,0,1,chromosome,161639,161639,0,0,1
Contig_130_55.7375,0,1,chromosome,216094,216094,0,0,1
Contig_131_52.1371,0,1,chromosome,2666,2666,0,0,1
Contig_132_178.684,1,1,ambiguous,1343,1343,1343,0,1;2
Contig_133_58.4415,0,1,chromosome,50030,50030,0,0,1
Contig_134_64.3253,0,1,chromosome,26392,26392,0,0,1
Contig_135_97.7661,1,1,ambiguous,1980,1978,1980,0,1;2
Contig_136_96.7164,1,1,ambiguous,1980,1980,1978,0,1;2
Contig_137_168.349,1,0,plasmid,3558,0,3558,0,4
Contig_138_194.67,1,0,plasmid,1816,0,1816,0,4;3
Contig_139_158.971,1,0,plasmid,4121,0,4121,0,3;2
Contig_13_57.507,0,1,chromosome,18162,18162,0,0,1
Contig_140_152.099,1,0,plasmid,1938,0,1938,0,4
Contig_141_57.4989,0,1,chromosome,154165,154164,0,0,1
Contig_142_56.7526,0,1,chromosome,14147,14147,0,0,1
Contig_143_123.005,1,0,plasmid,440,0,440,0,4
Contig_144_58.8217,0,1,chromosome,103392,103392,0,0,1
Contig_145_57.4594,0,1,chromosome,28630,28630,0,0,1
Contig_146_67.068,0,1,chromosome,11646,11646,0,0,1
Contig_147_115.649,1,0,plasmid,22378,0,22378,0,3
Contig_148_393.601,1,0,plasmid,501,0,501,0,4;3;2
Contig_149_58.545,0,1,chromosome,65303,65303,0,0,1
Contig_14_62.6619,0,1,chromosome,3519,3519,0,0,1
Contig_150_54.3894,0,1,chromosome,160691,160691,0,0,1
Contig_151_195.313,1,0,plasmid,2320,0,2320,0,3;2
Contig_152_54.067,0,1,chromosome,226169,226169,0,0,1
Contig_153_90.4772,1,0,plasmid,7481,0,7481,0,2
Contig_154_179.96,1,0,plasmid,867,0,867,0,3;2
Contig_155_57.1407,0,1,chromosome,79238,79238,0,0,1
Contig_156_50.7832,0,1,chromosome,17750,17750,0,0,1
Contig_157_58.4276,0,1,chromosome,22147,22147,0,0,1
Contig_158_154.113,1,0,plasmid,2270,0,2270,0,4
Contig_159_90.9859,1,0,plasmid,1373,0,1373,0,2
Contig_15_56.1799,0,1,chromosome,56461,56461,0,0,1
Contig_160_320.898,0,0,unlabeled,1554,0,0,0,
Contig_161_53.0363,0,1,chromosome,121676,121676,0,0,1
Contig_162_70.8844,0,1,chromosome,2513,2513,0,0,1
Contig_163_138.205,1,0,plasmid,3652,0,3652,0,3
Contig_164_95.7831,1,0,plasmid,3425,0,3425,0,2
Contig_165_469.961,0,1,chromosome,779,779,0,0,1
Contig_166_53.3317,0,1,chromosome,80578,80539,0,0,1
Contig_167_186.767,1,0,plasmid,4829,0,4829,0,3
Contig_168_189.679,1,0,plasmid,2391,0,2391,0,2
Contig_169_190.587,1,0,plasmid,2812,0,2812,0,3
Contig_16_216.51,1,0,plasmid,431,0,431,0,4;3
Contig_170_56.9237,0,1,chromosome,42354,42354,0,0,1
Contig_171_64.8,0,1,chromosome,1547,1547,0,0,1
Contig_172_54.5635,0,1,chromosome,20851,20851,0,0,1
Contig_173_182.202,1,0,plasmid,622,0,622,0,4;3
Contig_174_55.0334,0,1,chromosome,256955,256955,0,0,1
Contig_175_56.5633,0,1,chromosome,114134,114134,0,0,1
Contig_176_56.6911,0,1,chromosome,127914,127914,0,0,1
Contig_177_67.0215,1,0,plasmid,23240,0,23240,0,2
Contig_178_71.9495,0,1,chromosome,9443,9443,0,0,1
Contig_179_54.2149,0,1,chromosome,76294,76294,0,0,1
Contig_17_54.2181,0,1,chromosome,121712,121712,0,0,1
Contig_180_61.0305,0,1,chromosome,20920,20920,0,0,1
Contig_181_425.1,1,1,ambiguous,791,791,791,0,1;4;3;2
Contig_182_223.755,1,0,plasmid,867,0,867,0,4;3
Contig_183_55.1094,0,1,chromosome,109715,109715,0,0,1
Contig_184_1188.24,1,1,ambiguous,646,646,646,0,1;2
Contig_185_149.483,1,0,plasmid,1444,0,1444,0,3;2
Contig_186_215.723,1,0,plasmid,1820,0,1820,0,4;3
Contig_187_198.929,1,0,plasmid,527,0,527,0,4;3
Contig_188_349.373,1,1,ambiguous,965,965,965,0,1;3;2
Contig_189_79.602,0,1,chromosome,1235,1235,0,0,1
Contig_18_64.8675,0,1,chromosome,1820,1820,0,0,1
Contig_190_56.6556,0,1,chromosome,177514,177514,0,0,1
Contig_191_57.0797,0,1,chromosome,100608,100608,0,0,1
Contig_192_56.1689,0,1,chromosome,86552,86552,0,0,1
Contig_193_87.8869,1,0,plasmid,11635,0,11635,0,3
Contig_194_82.9433,1,0,plasmid,6901,0,6901,0,2
Contig_19_83.8159,1,0,plasmid,31537,0,31537,0,2
Contig_1_1879.03_Circ,0,0,unlabeled,3515,0,0,2785,9
Contig_20_52.88,0,1,chromosome,87334,87334,0,0,1
Contig_21_99.1778,1,0,plasmid,2616,0,2616,0,3
Contig_22_55.8704,0,1,chromosome,29559,29559,0,0,1
Contig_23_1269.87,1,0,plasmid,524,0,524,0,3
Contig_24_153.971,1,0,plasmid,6311,0,6311,0,4
Contig_25_156.37,1,0,plasmid,4284,0,4284,0,3
Contig_26_56.0919,0,1,chromosome,251567,251567,0,0,1
