contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
Contig_10_705.073,0,1,chromosome,1209,1209,0,0,1
Contig_11_614.971,1,0,plasmid,2039,0,2039,0,2
Contig_12_767.111,0,1,chromosome,1028,1028,0,0,1
Contig_13_141.098,0,1,chromosome,39538,39537,0,0,1
Contig_14_138.16,0,1,chromosome,60376,60376,0,0,1
Contig_15_85.1437,0,1,chromosome,16289,16289,0,0,1
Contig_16_131.358,0,1,chromosome,94631,94631,0,0,1
Contig_17_132.68,0,1,chromosome,37145,37145,0,0,1
Contig_18_148.401,0,1,chromosome,21059,21059,0,0,1
Contig_19_371.713,0,1,chromosome,1526,1526,0,0,1
Contig_1_132.278,0,1,chromosome,329183,329183,0,0,1
Contig_20_796.936,0,1,chromosome,1042,1042,0,0,1
Contig_21_388.473,1,0,plasmid,8106,0,8106,0,2
Contig_22_89.1715,0,1,chromosome,38350,38350,0,0,1
Contig_23_164.558,0,1,chromosome,1415,1415,0,0,1
Contig_24_164.096,0,1,chromosome,1423,1423,0,0,1
Contig_25_308.486,0,1,chromosome,745,745,0,0,1
Contig_26_604.957,1,0,plasmid,18445,0,18445,0,2
Contig_27_149.74,0,1,chromosome,35074,35074,0,0,1
Contig_28_254.176,0,1,chromosome,3965,3965,0,0,1
Contig_29_144.881,0,1,chromosome,147446,147446,0,0,1
Contig_2_103.646,0,1,chromosome,886399,886399,0,0,1
Contig_30_148.267,0,1,chromosome,261394,261394,0,0,1
Contig_31_116.43,0,1,chromosome,236177,236177,0,0,1
Contig_32_284.84,0,1,chromosome,973,973,0,0,1
Contig_33_110.868,0,1,chromosome,181932,181932,0,0,1
Contig_3_109.209,0,1,chromosome,38210,38210,0,0,1
Contig_4_128.442,0,1,chromosome,111452,111452,0,0,1
Contig_5_158.749,0,1,chromosome,134076,134076,0,0,1
Contig_6_1524.07,1,0,plasmid,788,0,788,0,2
Contig_7_112.033,0,1,chromosome,88973,88973,0,0,1
Contig_8_1386.53,1,0,plasmid,460,0,460,0,2
Contig_9_505.93,1,0,plasmid,1488,0,1488,0,2
Contig_13_141.098:5p:1:4,0,1,chromosome,189,189,0,0,1
Contig_13_141.098:5p:1:5,0,0,unlabeled,5,0,0,0,
Contig_13_141.098:5p:1:6,0,0,unlabeled,1,0,0,0,
Contig_13_141.098:5p:1:7,0,1,chromosome,130,130,0,0,1
Contig_13_141.098:5p:1:10,0,0,unlabeled,1,0,0,0,
Contig_13_141.098:5p:1:11,0,1,chromosome,182,182,0,0,1
Contig_16_131.358:5p:1:4,0,0,unlabeled,1,0,0,0,
Contig_16_131.358:5p:1:5,0,0,unlabeled,1,0,0,0,
Contig_16_131.358:5p:1:6,0,1,chromosome,213,213,0,0,1
Contig_16_131.358:5p:1:7,0,0,unlabeled,1,0,0,0,
Contig_16_131.358:5p:1:8,0,0,unlabeled,14,0,0,0,
Contig_16_131.358:5p:1:11,0,0,unlabeled,15,0,0,0,
Contig_16_131.358:5p:1:12,0,1,chromosome,53,53,0,0,1
Contig_20_796.936:3p:1:2,0,1,chromosome,114,114,0,0,1
Contig_20_796.936:3p:1:4,0,1,chromosome,113,113,0,0,1
Contig_20_796.936:3p:1:5,0,0,unlabeled,1,0,0,0,
Contig_20_796.936:3p:1:6,0,0,unlabeled,1,0,0,0,
Contig_20_796.936:5p:1:3,0,1,chromosome,167,167,0,0,1
Contig_20_796.936:5p:1:4,0,1,chromosome,570,570,0,0,1
Contig_20_796.936:5p:1:5,0,1,chromosome,497,497,0,0,1
Contig_20_796.936:5p:1:6,0,1,chromosome,291,291,0,0,1
Contig_20_796.936:5p:1:7,0,1,chromosome,96,96,0,0,1
Contig_20_796.936:5p:1:8,0,1,chromosome,591,590,0,0,1
Contig_20_796.936:5p:1:9,0,1,chromosome,239,239,0,0,1
Contig_20_796.936:5p:1:10,0,1,chromosome,239,238,0,0,1
Contig_20_796.936:5p:1:11,0,1,chromosome,86,86,0,0,1
Contig_20_796.936:5p:1:12,0,1,chromosome,538,537,0,0,1
Contig_20_796.936:5p:1:13,0,1,chromosome,97,86,0,0,1
Contig_20_796.936:5p:1:14,0,0,unlabeled,45,0,0,0,
