contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,139383,139383,0,0,1
2,0,1,chromosome,125294,125294,0,0,1
3,0,1,chromosome,119559,119559,0,0,1
4,0,1,chromosome,114012,114012,0,0,1
5,0,1,chromosome,84638,84638,0,0,1
6,0,1,chromosome,79007,79007,0,0,1
7,0,1,chromosome,75168,75168,0,0,1
8,0,1,chromosome,74208,74208,0,0,1
9,0,1,chromosome,72437,72437,0,0,1
10,0,1,chromosome,72336,72336,0,0,1
11,0,1,chromosome,68813,68813,0,0,1
12,0,1,chromosome,61250,61250,0,0,1
13,0,1,chromosome,56852,56852,0,0,1
14,0,1,chromosome,56351,56351,0,0,1
15,0,1,chromosome,53629,53629,0,0,1
16,0,1,chromosome,52631,52631,0,0,1
17,0,1,chromosome,52150,52150,0,0,1
18,0,1,chromosome,49603,49603,0,0,1
19,0,1,chromosome,43137,43137,0,0,1
20,0,1,chromosome,41755,41755,0,0,1
21,0,1,chromosome,40674,40674,0,0,1
22,0,1,chromosome,40307,40307,0,0,1
23,0,1,chromosome,38797,38797,0,0,1
24,0,1,chromosome,38660,38660,0,0,1
25,0,1,chromosome,38183,38136,0,0,1
26,0,1,chromosome,37240,37240,0,0,1
27,0,1,chromosome,36571,36571,0,0,1
28,0,1,chromosome,35682,35682,0,0,1
29,0,1,chromosome,35557,35557,0,0,1
30,0,1,chromosome,29139,29139,0,0,1
31,0,1,chromosome,28839,28839,0,0,1
32,0,1,chromosome,27916,27916,0,0,1
33,0,1,chromosome,26003,26003,0,0,1
34,0,1,chromosome,25917,25917,0,0,1
35,0,1,chromosome,25508,25508,0,0,1
36,0,1,chromosome,24438,24438,0,0,1
37,0,1,chromosome,24312,24312,0,0,1
38,0,1,chromosome,23834,23834,0,0,1
39,0,1,chromosome,23579,23579,0,0,1
40,0,1,chromosome,22489,22489,0,0,1
41,0,1,chromosome,22474,22474,0,0,1
42,0,1,chromosome,21270,21270,0,0,1
43,0,1,chromosome,20666,20666,0,0,1
44,0,1,chromosome,20477,20477,0,0,1
45,0,1,chromosome,20080,20080,0,0,1
46,0,1,chromosome,19726,19726,0,0,1
47,0,1,chromosome,17922,17922,0,0,1
48,0,1,chromosome,17667,17667,0,0,1
49,0,1,chromosome,17011,17011,0,0,1
50,0,1,chromosome,16806,16806,0,0,1
51,1,0,plasmid,16553,0,16553,0,3
52,0,1,chromosome,16491,16466,0,0,1
53,1,0,plasmid,15961,0,15961,0,3
54,0,1,chromosome,15829,15829,0,0,1
55,1,0,plasmid,15591,0,15591,0,2
56,1,0,plasmid,14692,0,14692,0,4
57,0,1,chromosome,13811,13811,0,0,1
58,1,0,plasmid,13350,0,13350,0,2
59,0,1,chromosome,13152,13152,0,0,1
60,1,0,plasmid,12326,0,12326,0,4
61,1,0,plasmid,11737,0,11737,0,3
62,0,1,chromosome,11277,11277,0,0,1
63,1,0,plasmid,11226,0,11226,0,3
64,0,1,chromosome,11160,11160,0,0,1
65,0,1,chromosome,11060,11060,0,0,1
66,0,1,chromosome,10184,10184,0,0,1
